,unique,ei-tuotos-tyyppia,henkiloestoeliikkuvuudet-lkm,julkaisut,kasikirja,koulutus,muu-tuotos,ohjelma,opiskelijaliikkuvuudet-lkm,raportti,selvitys,tapahtuma,toimintamalli,tutkimus,verkkosivut,min,max,std,mean
189,111Sauvon kuntaTutoropettajien toiminta ja kouluttaminen,,,,,,1,,,,,,,,,0.1,0.1,,0.1
190,111Savitaipaleen kuntaTutoropettajien toiminta ja kouluttaminen,,,2,,,,,,,,,1,,,-0.2,0.3,,0.033333333333333326
191,111Savonlinnan kaupunkiPeruskoulun Tutorit kentällä 2018-2019 Savonlinna,,,1,,,,,,,,1,2,,,-0.1,0.9,0.2901966054630253,0.175
192,111Savukosken kunnanhallitusTutoropettajien toiminta ja kouluttaminen,,,,,,,,,,,1,,,,0.5,0.5,,0.5
193,111Seinäjoen kaupunkiTutor-opettajien toiminta ja kouluttaminen Seinäjoella,1,,,,,,,,,,,,,,0.0,0.9,0.3507135583350036,0.46
194,111Sievin kuntaTutorien toiminta vertaiskouluttajina,,,,,,,,,,,,1,,,0.0,0.0,,0.0
195,111Siikajoen kuntaTutoroinnilla tuloksiin,,,,,,,,,,,1,,,,0.0,0.0,,0.0
196,111Siilinjärven kuntaSiilinjärven tutoropettajien toiminta ja kouluttaminen ,,,,,,1,,,,,,,,,0.1,0.3,0.1414213562373095,0.2
197,111Steinerpedagogikens Vänner i Västnyland rf.Digitalisering av kreativa processer vid Mikaelskolan,,,1,,,,,,,,,3,,,0.0,0.1,,0.025
198,111Svenska Privatskolan i UleåborgTutorlärarverksamheten,,,,,,,,,,,,,1,,0.3,0.3,,0.3
199,111Säkylän kuntaTutoropettajien toiminnan jatkaminen Säkylässä,1,,,,,,,,,,,,,,-0.1,-0.1,,-0.1
200,111Tyrnävän kuntaOivaltavaa oppimista 2,,,,,,2,,,,,1,1,,,0.0,0.3,,0.075
201,111Understödsföreningen för Rudolf Steiner skolan i Helsingfors ry.Tutorlärarnas verksamhet och utbildning,,,,,,,,,,,,2,,,0.0,0.0,,0.0
202,111Vörå kommunTutorlärare,,,1,,,,,,,,,1,,,0.0,0.8,0.31423261712459544,0.24166666666666664
203,111Åbo AkademiTutorläraren på skolans utkikspost,,,,,,1,,,,,,1,,,0.3,0.8,0.21213203435596426,0.625
204,113Hämeenlinnan kaupunkiTutoropettajatoiminnan koordinointi ja osaamisen jakaminen v. 2018-2019,,,,,,,,,,,6,,,,0.0,0.3,0.07865660924854931,0.03333333333333333
205,113JakobstadUTVECKLANDE TUTORLÄRARVERKSAMHET I JAKOBSTADSREGIONEN,,,1,,,,,,,,1,3,,,0.0,0.5,0.07078572778135775,0.1386666666666667
206,113Jyväskylän Seudun Steinerkoulun kannatusyhdistys r.y.Suomen steinerkoulujen TVT -tutortoiminnan ja -strategian kehittäminen,,,1,,,,,,,,,1,,,0.0,0.0,0.0,0.0
207,113Jyväskylän kaupunkiKeski-Suomen tutoropettajaverkosto,,,1,,,,,,,,1,2,,,-0.1,0.9,0.20221277979437105,0.15
208,113Kalajoen kaupunkiRannikon aluetutortoiminnan kehittäminen,,,1,,,,,,,,2,3,,,0.0,0.4,0.1666060423605493,0.09999999999999999
209,113Kauhajoen kaupunkiTutorix- Tutorit Etelä-Pohjanmaalla ,,,1,,,1,,,,,1,2,1,,-0.5,0.4,0.1932330463802472,-0.03253968253968254
210,113Kyrkslätts kommunTutor 2.0,,,1,,,2,,,,,1,,,,-0.2,0.8,0.2566227989847909,0.16833333333333333
211,113Lahden kaupunkiPäijät-Hämeen tutoropettajaverkosto,,,,,,,,,,,,2,,,0.0,0.6,0.1905558005691689,0.21999999999999997
212,113Laitilan kaupunkiVakka-Suomen opettajien osaamisen ja verkostoitumisen kehittäminen,,,1,,,,,,,,1,,,,-0.2,0.0,0.11547005383792515,-0.08333333333333334
213,113Liedon kuntaAluetuudor,,,1,,,,,,,,3,1,2,,-0.1,0.3,0.09464635581256321,0.11071428571428572
214,113Lohjan kaupunkiSILK - Alueellisen tutortoiminnan kehittämishanke,,,1,,,1,,,,,2,,,,0.0,0.9,0.29791074767552544,0.23124999999999998
215,113Loimaan kaupunkiTutoropettajatoiminnan kehittäminen alueellisesti,,,,,,,,,,,2,1,1,,0.0,0.2,0.11547005383792515,0.06666666666666668
216,113Nurmijärven kuntaKUUMA TVT –verkosto alueellisen tutoropettajatoiminnan kehittämisen tukena,,,,,,,,,,,3,1,,,-0.7,0.8,0.31133116000708233,0.13645833333333332
217,113Pargas stadRegional tutorverksamhet i sydvästra Finland ,,,3,,,,,,,,4,,3,,-0.2,0.3,0.07071067811865478,0.12
218,113Porin kaupunkiSatakunnan tutoryhteistyö,,,1,,,,,,,,10,2,,,-0.3,0.6,0.1330489843541784,0.030769230769230767
219,113Porvoon kaupunkiTutorit verkostovoimana ,,,,,,,,,,,4,1,,,-0.2,0.7,0.4041451884327381,0.10666666666666666
220,113Tampereen kaupunki/Kasvatus- ja opetuspalvelutPirkanmaan tutoropettajat,,,,,,1,,,,,1,3,,,0.0,0.8,,0.16
221,113Vetelin kuntaKASEtutor tvt-työhön - Kaikki mukaan Kaustisen seutukunnassa,,,1,,,1,,,,,3,2,1,,-0.7,0.8,0.3144680616087973,0.17767361111111113
222,113Åbo AkademiBothnia Tutors,,,2,,,,,,,,,1,,,-0.6,0.8,0.24047566443430482,0.11333333333333334
223,115Helsingin kaupunkiJopo kehittämishanke 2018,,,,,1,1,,,,,,2,,2,0.0,0.4,0.17677669529663692,0.05833333333333334
224,115Hyvinkään kaupunkiJoustavasti yhdessä 2,,,,,,1,,,,,,1,,,-0.2,0.7,0.2401439516510026,0.15833333333333335
225,115Kittilän kuntaJOPOlla ympäri Lappia,,,,,,,,,,,,3,,2,0.0,0.3,,0.2
226,115Kouvolan kaupunkiJOPO -verkostosta voimaa 2.0,,,,,1,,,,,,,,,,0.0,0.0,,0.0
227,115Kuopion kaupunkiJOPOSAVO,,,,,4,,,,,,,,,,-0.6,0.6,0.21642135623730951,0.125
228,115Laihian kuntaJOPOLLA PONTTA PERUSOPETUKSEEN,,,,,,,,,,,,,,1,0.1,0.1,,0.1
229,115Laukaan KuntaJopoPedia-JOPO 2018,,,,,,,,,,,,,,2,0.0,0.3,,0.15
230,115Lieksan kaupunkiLaatua JOPO-toimintaan,,,,,,,,,,,,2,,,0.5,0.6,,0.55
231,115Nakkilan kuntaJoustavasti jopolla,,,,,1,1,,,,,,,,,0.0,0.2,,0.1
232,115Paraisten kaupunkiLOJOPO yhteistyöllä oppilaiden ja opetuksen hyväksi,,,,,1,,,,,,,1,,,0.0,0.0,,0.0
233,115Pargas stadJOPO - Södra Finland tillsammans,,,,,2,,,,,,,,,,-0.4,0.7,0.2899951097323645,0.23333333333333328
234,115Pudasjärven kaupunkiJoposta jatkoon.,,,,,,,,,,,,1,,,0.0,0.0,,0.0
235,115Pälkäneen kuntaPirkanmaan parastajat - JOPO-toimijoiden verkostohanke II,,,,,,1,,,,,,,,1,0.0,0.6,,0.3
236,115Raseborgs stadJopo i Västnyland,,,,,,,,,,,,1,,,0.5,0.5,,0.5
237,115Rauman kaupunkiLounais-Suomen JOPO - kehittämis- ja koulutusverkosto,,,,,,,,,,,,,,1,0.0,0.2,0.14142135623730953,0.1
238,115Ylivieskan kaupunkiJoukolla joustavasti,,,,,,,,,,,,,,1,-0.1,-0.1,,-0.1
239,119Hengitysliitto ryReformilähettiläät,,,,,,1,,,,,,,,,0.0,0.7,0.29202359113225385,0.25555555555555554
240,11AP Haglund Oy / AmazementKaikki kuvaa EDU: esiopetus,1,,,,,,,,,,,,,,0.0,0.5,0.24494897427831785,0.2
241,11Aikuis- ja täydennyskoulutuspalvelut AIKOPALapsen osallisuuden vahvistaminen varhaiskasvatuksessa,1,,,,,,,,,,,,,,0.5,0.6,0.057735026918962574,0.5666666666666668
242,11Bildningsalliansen rfFri bildning-Dela och Lär,1,,,,,,,,,,,,,,-0.7,-0.7,,-0.7
243,"11Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaAtt bemöta, motivera och undervisa elever med behov av särskilt stöd",1,,,,,,,,,,,,,,0.3,0.7,0.28284271247461895,0.5
244,11Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaDet nya gymnasiet - en fortsättning,2,,,,,,,,,,,,,,-0.4,0.4,0.27492603620320405,-0.0875
245,11Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaDigiPrep - Inspirera till pedagogisk digital kompetens,2,,,,,,,,,,,,,,0.1,0.7,0.17677669529663684,0.475
246,11Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaFörmåga att tänka och lära sig - kompetenser för elever och lärare,3,,,,,,,,,,,,,,-0.4,0.8,0.3147281509602801,0.15968253968253968
247,11Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaInterkulturell kompetens och språkutvecklande arbetssätt,2,,,,,,,,,,,,,,0.0,0.8,0.23907336195618623,0.37777777777777777
248,11Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaLeadership matters-rektorer,2,,,,,,,,,,,,,,-0.4,0.4,0.14142135623730953,0.1
249,"11Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaLedarskap inom småbarnspedagogik och förskoleundervisning, 25 sp",2,,,,,,,,,,,,,,-0.4,0.9,0.30323423966319774,0.2803846153846154
250,11Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaMultimodalt arbete i en ämnesövergripande verksamhetskultur,1,,,,,,,,,,,,,,0.0,0.5,0.21602468994692867,0.30000000000000004
251,11Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaVägkost - plan för småbarnspedagogik 2017,2,,,,,,,,,,,,,,0.0,0.7,0.2602413763431994,0.2803030303030303
252,11Centret för livslångt lärande vid Åbo Akademi och yrkeshögskolan NoviaRC-insatser för modern naturvetenskap i skolan,1,,,,,,,,,,,,,,0.0,0.6,0.4242640687119285,0.3
253,11Diakonia-ammattikorkeakoulu Oy (Diak)Kulttuurien ja uskontojen välinen vuorovaikutus oppilaitoksissa (5op),1,,,,,,,,,,,,,,0.9,0.9,,0.9
254,11EkvalitaOsallistava ja oikeudenmukainen koulua - En mera inkluderande  och rättvis skola,1,,,,,,,,,,,,,,-0.8,-0.8,,-0.8
255,11Finnoschool oyME - monilukutaidosta elämys,1,,,,,,,,,,,,,,0.0,0.3,0.15,0.075
256,11Finnoschool oyProPedagogy2025 - käänteisellä pedagogiikalla kohti yksilöllistä oppimista ,3,,,,,,,,,,,,,,-0.3,0.6,0.2658865248604296,0.20833333333333334
257,11HY+ AbDe otroliga åren – att stöda barnets emotionella och sociala kompetens,1,,,,,,,,,,,,,,0.0,0.8,0.3250640962435973,0.18333333333333332
258,11HY+ AbSpecialpedagogik för yrkeslärare,1,,,,,,,,,,,,,,-0.6,0.7,0.7234178138070235,0.2333333333333333
259,11HY+ Oy Voimaa ohjaukseen ja opetukseen!,1,,,,,,,,,,,,,,0.0,0.2,0.08164965809277261,0.1
260,11HY+ OyDigiKehittäjäopettaja,2,,,,,,,,,,,,,,0.0,0.3,0.09309036597828996,0.15833333333333333
261,11HY+ OyMobiililoikka leikkiin,2,,,,,,,,,,,,,,0.0,0.6,0.26679352986119803,0.19166666666666665
262,11HY+ OySanahanat auki monilukutaitoon,2,,,,,,,,,,,,,,0.0,0.6,0.282842712474619,0.2
263,11HY+ OySovitteleva ja restoratiivinen oppimisyhteisö - menetelmiä koulurauhan edistämiseen ja kohtaamisen kulttuuriin,1,,,,,,,,,,,,,,0.2,0.7,0.2,0.4
264,11HY+ OyTunnista hyvä – Kotitalousopetus ja erityisen tuen tarvitsijat,10,,,,,,,,,,,,,,-0.5,0.9,0.29700553715074207,0.13601762247414423
265,11HY+ OyUudet ja sähköiset arviointikäytännöt,3,,,,,,,,,,,,,,0.0,0.9,0.3090936713089277,0.42777777777777776
266,11HY+ OyYhdenvertainen seksuaalikasvatus opetus- ja ohjaustyössä 8op,4,,,,,,,,,,,,,,-0.1,0.6,0.1771649145949513,0.35000000000000003
267,11Haaga-Helia Ammatillinen opettajakorkeakouluDigiOstu - maahanmuuttajien osaamisen tunnistaminen,1,,,,,,,,,,,,,,0.0,0.5,0.2065591117977289,0.2333333333333333
268,11Haaga-Helia Ammatillinen opettajakorkeakouluESSI - Esteetön ja digitaalinen kansalaisopisto,3,,,,,,,,,,,,,,0.2,0.9,0.28284271247461906,0.49999999999999994
269,11Haaga-Helia Ammatillinen opettajakorkeakouluNäyttötutkintomestarikoulutus,1,,,,,,,,,,,,,,0.0,0.1,0.07071067811865478,0.05
270,11Haaga-Helia Ammatillinen opettajakorkeakouluTUTKEsta toimintaan II,1,,,,,,,,,,,,,,0.2,0.9,0.3559026084010437,0.5
271,11Haaga-Helia Ammatillinen opettajakorkeakouluTahtoa ja taitoa tasa-arvoon,1,,,,,,,,,,,,,,0.3,0.6,0.21213203435596426,0.45
272,11Haaga-Helia Ammatillinen opettajakorkeakouluTaidolla Duuniin,1,,,,,,,,,,,,,,0.3,0.4,0.07071067811865478,0.35
273,"11Helsingin yliopisto, OpettajankoulutuslaitosVatti K. Vaativa erityinen tuki kehittyy",2,,,,,,,,,,,,,,-0.2,0.5,0.4949747468305832,0.175
274,11Hämeen ammattikorkeakoulu OyErityisen tuen ja ohjauksen osaajaksi    ,1,,,,,,,,,,,,,,0.7,0.8,0.07071067811865482,0.75
275,11Hämeen ammattikorkeakoulu OyHenkilökohtaista,1,,,,,,,,,,,,,,-0.1,0.5,0.23166067138525406,0.21666666666666667
276,11Hämeen ammattikorkeakoulu OyKoodausta kouluarkeen,3,,,,,,,,,,,,,,-0.1,0.5,0.2462832841254157,0.10888888888888888
277,"11Hämeen ammattikorkeakoulu OyMestariainesta! Näyttötutkintomestariksi HAMKista, Näyttötutkintomestarin koulutusohjelma 25 op",1,,,,,,,,,,,,,,0.1,0.7,0.2588435821108957,0.38
278,11Hämeen ammattikorkeakoulu OyTUTKESTA toimintaan II,1,,,,,,,,,,,,,,-0.2,0.4,0.17541160386140586,0.09230769230769233
279,11Hämeen ammattikorkeakoulu OymOPO ei karkaa käsistä,1,,,,,,,,,,,,,,0.0,0.1,0.057735026918962574,0.06666666666666668
280,11Ilona IT OyMobiilitotaali-MOTO,6,,,,,,,,,,,,,,-0.5,0.9,0.26378358385831324,0.115
281,11Ilona IT OyStrateginen loikka - ST,2,,,,,,,,,,,,,,-0.3,0.5,0.20055723573931908,0.1875
282,"11Innokas-verkosto, Helsingin yliopiston opettajankoulutuslaitosOhjelmoinnin opettajaksi MOOC-verkkokurssilla",2,,,,,,,,,,,,,,-0.3,0.4,0.19338131175976775,0.034999999999999996
283,11Itä-Suomen yliopisto / AducateKasva johtajana,5,,,,,,,,,,,,,,-0.4,0.7,0.159888553230039,0.1035238095238095
284,11Itä-Suomen yliopisto / AducateMaahanmuuttajalapset varhaiskasvatuksessa,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
285,11Itä-Suomen yliopistoTaitoja tulevaan elämään,3,,,,,,,,,,,,,,0.0,0.8,0.27734620906312224,0.33055555555555555
286,"11Jyväskylän ammattikorkeakoulu, Ammatillinen opettajakorkeakouluMoninaisuuden kohtaaminen ja johtaminen",3,,,,,,,,,,,,,,0.0,0.2,0.12844570503761735,0.0888888888888889
287,"11Jyväskylän ammattikorkeakoulu, Ammatillinen opettajakorkeakouluTunne-, turva- ja sosiaaliset taidot oppimisen, pitkäjänteisen yhteistyön ja kotoutumisen tukena",1,,,,,,,,,,,,,,0.5,0.8,0.1527525231651947,0.6666666666666666
288,"11Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluKohti digitaalista opettajuutta",7,,,,,,,,,,,,,,0.0,0.8,0.12071067811865477,0.3285714285714286
289,"11Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluNäyttötutkintomestarikoulutus",6,,,,,,,,,,,,,,0.2,0.7,0.07071067811865474,0.40833333333333327
290,"11Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluOpesta ohjaajaksi - opettaja opiskelijan toimijuuden tukena",1,,,,,,,,,,,,,,0.1,0.7,0.32145502536643183,0.3333333333333333
291,"11Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluSparraamalla paremmaksi osaajaksi - Erityinen tuki ammatillisessa aikuiskoulutuksessa",3,,,,,,,,,,,,,,0.1,0.4,0.1414213562373095,0.23333333333333336
292,"11Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluTUTKEsta toimintaan II",2,,,,,,,,,,,,,,0.0,0.8,0.30006168232138086,0.29333333333333333
293,"11Jyväskylän kaupunki, Sivistyksen toimiala, Varhaiskasvatus ja perusopetusKoulussa digittää - Yhteisöllistä ja kestävää täydennyskoulutus Keski-Suomessa",10,,,,,,,,,,,,,,-0.5,0.9,0.2892582974549048,0.19310317460317455
294,"11Jyväskylän yliopisto, Kokkolan yliopistokeskus ChydeniusMinustako rehtori",2,,,,,,,,,,,,,,0.0,0.8,0.20207259421636906,0.16666666666666666
295,"11Jyväskylän yliopisto, Kokkolan yliopistokeskus ChydeniusPäivitetään Porukalla! Osaavista opettajista Group Trainereiksi",3,,,,,,,,,,,,,,-0.2,0.9,0.30102316152299397,0.37800925925925927
296,"11Jyväskylän yliopisto, Kokkolan yliopistokeskus ChydeniusValmentava ja osallistava johtaminen -verkostohanke",1,,,,,,,,,,,,,,0.0,0.4,0.23094010767585035,0.13333333333333333
297,"11Jyväskylän yliopisto, Koulutusjohtamisen instituuttiCritical Friends - rehtorit ja yritysjohto yhdessä",5,,,,,,,,,,,,,,-0.3,0.8,0.2400111721699945,0.2583333333333333
298,"11Jyväskylän yliopisto, Koulutusjohtamisen instituuttiMinustako päiväkodin johtaja? -Päiväkodin johtajan työhön valmentava koulutus",4,,,,,,,,,,,,,,-0.1,0.9,0.2745632804662006,0.4516666666666666
299,"11Jyväskylän yliopisto, Koulutusjohtamisen instituuttiMinustako rehtori? Rehtorin tehtäviin valmentava koulutus",3,,,,,,,,,,,,,,-0.1,0.8,0.26285417577214903,0.4453968253968254
300,11Jyväskylän yliopiston kielikampusMonessa kielessä monella tavalla - näkökulmia kielitietoiseen kielikoulutukseen,2,,,,,,,,,,,,,,0.0,0.0,,0.0
301,11Kansanvalistusseura / Etäkoulu KulkuriCase Forest: metsä monialaisena oppimiskokonaisuutena,5,,,,,,,,,,,,,,0.0,0.6,0.19656125291633364,0.2633333333333333
302,11Kokkolan kaupunkiLukion opettajuus päivittyy  ohjaamaan tulevaisuuden osaamiseen,2,,,,,,,,,,,,,,0.0,0.8,0.17237792456347786,0.16071428571428575
303,11Kokkolan kaupunkiPedagoginen osaaminen uudistuvassa varhaiskasvatuksessa,5,,,,,,,,,,,,,,-0.3,0.7,0.2262741699796952,0.16
304,"11Lapin yliopisto / Koulutus- ja kehittämispalvelutKOHO - Kohti oppimista, kotoutumista ja kasvua",1,,,,,,,,,,,,,,-0.1,0.3,0.28284271247461906,0.1
305,11Lapin yliopisto / Koulutus- ja kehittämispalvelutLukioiden sähköiset oppimisalustat käyttöön 10 op,1,,,,,,,,,,,,,,0.5,0.5,,0.5
306,11Lapin yliopisto / Koulutus- ja kehittämispalvelutTehemä pois II - ilmiöistä yrittäjyyttä,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
307,11Lapin yliopisto / Koulutus- ja kehittämispalvelutTieto-ja viestintätekniikka vapaan sivistystyön opetuksen ja työn välineenä 12 op ,1,,,,,,,,,,,,,,0.0,0.0,,0.0
308,11Lapin yliopisto / Koulutus- ja kehittämispalvelutVastuullisesti ja turvallisesti digiajassa,1,,,,,,,,,,,,,,-0.1,0.1,0.1,0.0
309,"11Lapin yliopisto, KTK, Opetus- ja kasvatusalan täydennyskoulutusyksikköErityiset haasteet esiopetuksessa ja varhaiskasvatuksessa",1,,,,,,,,,,,,,,0.4,0.9,0.2645751311064591,0.7000000000000001
310,"11Lapin yliopisto, Koulutus- ja kehittämispalvelutEkaloikka",1,,,,,,,,,,,,,,0.1,0.1,,0.1
311,11Lappeenrannan kaupunki/Saimaan mediakeskusOHO - Opetussuunnitelman haasteet opettajille,3,,,,,,,,,,,,,,-0.2,0.9,0.3197458770313721,0.3244444444444445
312,"11Laurea-ammattikorkeakoulu OyLETET - Lähihoitajan ennakoiva turvallisuus-, ergonomia- ja työhyvinvointiosaaminen",2,,,,,,,,,,,,,,0.0,0.9,0.16983949181252414,0.25
313,"11Matemaattisten Aineiden Opettajien Liitto, MAOL ryOhjelmointi ja koodaus peruskoulun matematiikassa",5,,,,,,,,,,,,,,-0.2,0.3,0.1414213562373095,-0.02
314,"11Matemaattisten Aineiden Opettajien Liitto, MAOL ryTieto- ja viestintäteknologian pedagoginen hyödyntäminen matematiikassa, fysiikassa ja kemiassa",1,,,,,,,,,,,,,,-0.2,0.8,0.5131601439446883,0.3666666666666667
315,11Mediakasvatusseura ryMEMO2 - Mediapolulta monilukutaitoa ,4,,,,,,,,,,,,,,0.0,0.8,0.20385078737642814,0.2592857142857143
316,11Metropolia Ammattikorkeakoulu OyDigiSoTeOpe - Sosiaali- ja terveysalan opettajien täydennyskoulutus (10 op),1,,,,,,,,,,,,,,-0.1,0.9,0.3750381244236935,0.32222222222222224
317,11Metropolia Ammattikorkeakoulu OyDigimarkkinointiosaamista ammatilliseen koulutukseen,1,,,,,,,,,,,,,,-0.1,-0.1,,-0.1
318,11Metropolia Ammattikorkeakoulu OyDigiosaaminen haltuun ammatillisessa koulutuksessa,1,,,,,,,,,,,,,,-0.1,-0.1,,-0.1
319,11Metropolia Ammattikorkeakoulu OyKestävä tulevaisuus ja monialainen oppiminen ,2,,,,,,,,,,,,,,0.0,0.4,,0.2
320,"11Metropolia Ammattikorkeakoulu OySeksuaalisen häirinnän ennaltaehkäisy ammatillisissa oppilaitoksissa, 5 op",3,,,,,,,,,,,,,,-0.8,-0.5,,-0.7000000000000001
321,11Metropolia Ammattikorkeakoulu OySÄPE - Säveltämisen pedagogiikan koulutus- ja kehittämishanke,1,,,,,,,,,,,,,,0.0,0.3,0.21213203435596426,0.15
322,11Metropolia Ammattikorkeakoulu Rakentamisen tietomallien (BIM) -perusteet ammattioppilaitosten opettajille,3,,,,,,,,,,,,,,0.0,0.1,0.05773502691896259,0.044444444444444446
323,11Metropolia AmmattikorkeakouluOpen ohjelmointi,8,,,,,,,,,,,,,,-0.1,0.2,0.07071067811865478,0.03125
324,11Niilo Mäki InstituuttiOppimisen ja hyvinvoinnin kokonaisvaltainen tuki erilaisille oppijoille,2,,,,,,,,,,,,,,-0.2,0.9,0.2948118780597509,0.1875
325,11Niilo Mäki InstituuttiYhteispeli - hyvinvointia ja taitoja koko koululle ,3,,,,,,,,,,,,,,-0.3,0.8,0.3535533905932738,0.03333333333333335
326,"11Opettajankoulutuslaitos, Helsingin yliopistoLukioiden kehittyvä ja sähköistyvä arviointikulttuuri – Arviointi aktiivisen ja tavoitteellisen oppimisen tukena",1,,,,,,,,,,,,,,-0.3,0.6,0.3674234614174767,0.2
327,11Otavan Opisto / Mikkelin kaupunkiKoulutuskeskiviikot,1,,,,,,,,,,,,,,-0.1,-0.1,,-0.1
328,"11Oulun Ammattikorkeakoulu Oy, Ammatillinen opettajakorkeakouluOsaOppi IV - Yhteisöllinen ohjaus ja digiosaamismerkit",3,,,,,,,,,,,,,,-0.1,0.9,0.304540811907042,0.25333333333333335
329,11Oulun ammattikorkeakoulu Oy Ammatillinen opettajakorkeakouluJOHTO -Johtaminen muutoksessa,2,,,,,,,,,,,,,,0.0,0.3,0.09957819157813605,0.16666666666666666
330,11Oulun ammattikorkeakoulu Oy Ammatillinen opettajakorkeakouluNäyttötutkintomestarikoulutus,1,,,,,,,,,,,,,,0.0,0.0,,0.0
331,11Oulun ammattikorkeakoulu Oy Ammatillinen opettajakorkeakouluYhdessä yhteisötakuuseen!,1,,,,,,,,,,,,,,0.0,0.5,0.2280350850198276,0.28
332,11Oulun ammattikorkeakoulu Oy/Ammatillinen opettajakorkeakouluKEHTO – kehitämme toimintaa!,1,,,,,,,,,,,,,,0.2,0.4,0.09574271077563383,0.325
333,11Oulun ammattikorkeakoulu Oy/Ammatillinen opettajakorkeakouluTUTKESTA toimintaan ll,1,,,,,,,,,,,,,,-0.1,0.3,0.13662601021279466,0.13333333333333333
334,11Oulun ammattikorkeakoulu Oy/Ammatillinen opettajakorkeakouluTyöelämäpedagogiikka,1,,,,,,,,,,,,,,0.2,0.2,0.0,0.2
335,"11Oulun ammttikorkeakoulu Oy/Ammatillinen opettajakorkeakouluPOKA ll - Perehdy, opi, kehitä –arvioi! ",1,,,,,,,,,,,,,,0.1,0.3,0.11547005383792515,0.2
336,"11Oulun yliopisto, Täydentävien opintojen keskus (TOPIK)Askelmerkit digiloikkaan",1,,,,,,,,,,,,,,0.0,0.0,,0.0
337,"11Oulun yliopisto, Täydentävien opintojen keskusJohtamisen taitoja - Itsensä johtamista ja hyviä käytänteitä arkeen",1,,,,,,,,,,,,,,0.4,0.4,,0.4
338,"11Oulun yliopisto, Täydentävien opintojen keskusKoko koulu kotouttaa",2,,,,,,,,,,,,,,-0.2,0.3,0.08174238913695993,0.027272727272727268
339,"11Oulun yliopisto, Täydentävien opintojen keskusTeknologiataidoista laaja-alaista osaamista varhaiskasvatukseen",6,,,,,,,,,,,,,,-0.3,0.4,0.11047455382993307,0.027777777777777776
340,11PRO koulutus ja konsultointi OyCOACHAAVA PEDAGOGINEN JOHTAJA ,2,,,,,,,,,,,,,,0.0,0.5,0.07071067811865478,0.275
341,11Pesäpuu rySisukkaasti koulutiellä - sijoitetun lapsen monialainen tuki,3,,,,,,,,,,,,,,-0.2,0.6,0.1234908903522847,0.03666666666666667
342,11Pro Practica OyKehittämiskouluverkosto 1 Jatko,3,,,,,,,,,,,,,,0.0,0.9,0.18708286933869708,0.09999999999999999
343,11Suomen Kansanopistoyhdistys-Finlands Folkhögskolförening ry”Kansanopiston johtaminen on erilaista” - Kansanopistojohtamisen koulutusohjelma,2,,,,,,,,,,,,,,-0.8,0.7,0.3036166964665269,0.1
344,11Suomen Kuntaliitto ry.Sivistystoimen huippujohtajaohjelma 2,1,,,,,,,,,,,,,,0.1,0.2,0.07071067811865478,0.15000000000000002
345,11Suomen Mielenterveysseura ryLapsen mielenterveyden edistäminen varhaiskasvatuksessa -hanke,2,,,,,,,,,,,,,,-0.3,0.6,0.2709610901909626,0.08428571428571428
346,11Suomen MielenterveysseuraHyvää mieltä yhdessä -hanke 2016-2017,2,,,,,,,,,,,,,,-0.1,0.7,0.23286858352535567,0.23
347,11Suomen Rehtorit ryRehtorin ammattivalmennus,1,,,,,,,,,,,,,,-0.4,0.7,0.483045891539648,0.3
348,11Suomen eOppimiskeskus ryOpen Päivitys 6 - Audiovisuaalinen osaaminen,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
349,"11Suomen ympäristöopisto SYKLIAmmattilaisen kädenjälki - ympäristöosaamisen tunnistaminen, hankkiminen ja arviointi",5,,,,,,,,,,,,,,-0.7,0.9,0.3771236166328253,0.27999999999999997
350,11Suomen ympäristöopisto SYKLIKaupunkisuunnittelu laaja-alaisen oppimisen innoittajana II,3,,,,,,,,,,,,,,0.0,0.3,0.07071067811865475,0.049999999999999996
351,11Svenska Österbottens förbund för utbildning och kultur sknExamensmästare 2016 och Vuxenutbildningskonferens 2017,3,,,,,,,,,,,,,,0.0,0.4,0.08964926384417386,0.125
352,11Sydkustens landskapsförbund r.f. ”En bättre miljö – ett bättre dagis”. Piloten för processinriktad fortbildning av daghemspersonal,1,,,,,,,,,,,,,,0.0,0.4,0.28284271247461906,0.2
