,unique,haku_id,osa_alue_id,osa_alue_nimi
1373,99Metropolia University of Applied SciencesFIRST+ SoFi-Piter 2018-2019,99,5,05 Korkeakoulu
1374,99Saimaa University of Applied SciencesSAIMAA 2018 FIRST+,99,5,05 Korkeakoulu
1375,99Seinäjoki University of Applied SciencesSeAMK FIRST 2018-2019,99,5,05 Korkeakoulu
1376,99Turku University of Applied SciencesSouth-West Finland - Russia 2018-19,99,5,05 Korkeakoulu
1377,99University of Eastern FinlandUEF Cross-Border Network,99,5,05 Korkeakoulu
1378,99University of Jyväskylä JYU Multidisciplinary FIRST+ Network,99,5,05 Korkeakoulu
1379,99University of OuluOulu First Network,99,5,05 Korkeakoulu
1380,99University of TampereCross-Border International Relations,99,5,05 Korkeakoulu
1381,99Haaga-Helia University of Applied SciencesFIRST+ 2017-2019,99,5,05 Korkeakoulu
1382,99Kajaani University of Applied SciencesNN-FI-RU Network for Social Services and Health Care,99,5,05 Korkeakoulu
1383,99Lappeenranta University of TechnologyLUT-Russia 2018-2019,99,5,05 Korkeakoulu
1384,99University of TurkuAura FIRST+,99,5,05 Korkeakoulu
1385,"99Vamk Ltd., University of Applied SciencesDiscovering New Outlooks in Siberia",99,5,05 Korkeakoulu
1386,99University of Lapland Lapland Finnish-Russian Student and Teacher Exchange Programme,99,5,05 Korkeakoulu
1387,99Tampere University of TechnologyUniversity Cooperation in 5G Telecommunications 2018-2019,99,5,05 Korkeakoulu
1388,99Tampere University of Applied SciencesForests and Well-Being in Urban Context - Experiential Approach,99,5,05 Korkeakoulu
1389,99Tampere University of Applied SciencesBusiness Development and Circular Economy Boost through University Cooperation,99,5,05 Korkeakoulu
1390,99South-Eastern Finland University of Applied SciencesXamkRussia2017-2019,99,5,05 Korkeakoulu
1391,99Savonia University of Applied SciencesSavonia's Russian Network,99,5,05 Korkeakoulu
1392,99Laurea University of Applied SciencesFINRUS+ 18-19,99,5,05 Korkeakoulu
1393,99Aalto UniversityAalto Network 2018-2019,99,5,05 Korkeakoulu
1394,99University of Helsinki University of Helsinki FIRST+,99,5,05 Korkeakoulu
1395,100Invalidisäätiö srReformi Telmassa - muutos mahdollisuudeksi,100,4,04 Ammatillinen koulutus
1396,100Invalidisäätiö srUra On- Urasuunnittelulla osaaminen näkyväksi,100,4,04 Ammatillinen koulutus
1397,100Koulutuskeskus Salpaus -kuntayhtymäAsiakkuuden hallinta-Asiakaslähtöisyys toiminnan perustana,100,4,04 Ammatillinen koulutus
1398,100Etelä-Karjalan KoulutuskuntayhtymäRETEE - Reformia tekniikan aloille,100,4,04 Ammatillinen koulutus
1399,100Marttayhdistysten liitto ryYtimet haltuun,100,4,04 Ammatillinen koulutus
1400,100Perho Liiketalousopisto OyKOPPI - Koulutukseen parempia palvelukokemuksia ja innovaatioita,100,4,04 Ammatillinen koulutus
1401,100Svenska Österbottens förbund för utbildning och kulturKärnprocesser i yrkesutbildningen - KÄPY,100,4,04 Ammatillinen koulutus
1402,100Hengitysliitto ryOsaamislautaset - osaavaa työvoimaa ravintola- ja catering-alalle,100,4,04 Ammatillinen koulutus
1403,100Oulun seudun koulutuskuntayhtymä (OSEKK)Amis osaa,100,4,04 Ammatillinen koulutus
1404,100Helsinki Business College OyPopUpCollege - ketterästi kokeillen,100,4,04 Ammatillinen koulutus
1405,"100Luksia, Länsi-Uudenmaan koulutuskuntayhtymäPRIKKA – parastetaan ja rustataan idearikkaita käytäntöjä ja kulttuureja ammatilliseen koulutukseen ",100,4,04 Ammatillinen koulutus
1406,101Espoon seudun koulutuskuntayhtymä OmniaYhdessä tulevaan,101,4,04 Ammatillinen koulutus
1407,101Ammattiopisto Spesia Oy / Ammattiopisto SpesiaMuutosjohtAMEO ,101,4,04 Ammatillinen koulutus
1408,101Salon seudun koulutuskuntayhtymäPOMO - Pomokillasta osaamista muutosjohtamiseen,101,4,04 Ammatillinen koulutus
1409,101Kotkan-Haminan seudun koulutuskuntayhtymäJohtajat Yhdessä Muutoksen Ytimessä - JYMY,101,4,04 Ammatillinen koulutus
1410,103Axxell Utbildning AbMå bra tillsammans,103,4,04 Ammatillinen koulutus
1411,106Hengitysliitto ryLaatu vieköön! - Laadulla ja tiedolla tulevaisuuteen,106,4,04 Ammatillinen koulutus
1412,106Tampereen Aikuiskoulutussäätiö sr/Tampereen AikuiskoulutuskeskusPikku hukka kakkonen,106,4,04 Ammatillinen koulutus
1413,106Turun konservatorion kannatusyhdistys ry. Konservatorioiden kehittyvä ohjausosaaminen: opettaja personal traineriksi,106,4,04 Ammatillinen koulutus
1414,106Valkeakosken seudun koulutuskuntayhtymäVertaisarvioinnilla tulosta,106,4,04 Ammatillinen koulutus
1415,106Svenska Österbottens förbund för utbildning o kultur/Yrkesakademin i ÖsterbottenWorking Quality - Quality in Work (senare WQ),106,4,04 Ammatillinen koulutus
1416,106Valtakunnallinen valmennus-ja liikuntakeskus PajulahtiJUUPEDA- JotainUuttaUrheiluopistoPEDAgogiikassa,106,4,04 Ammatillinen koulutus
1417,"106Etelä-Savon Koulutus Oy, Etelä-Savon ammattiopistoVETO-LAKU",106,4,04 Ammatillinen koulutus
1418,106Pohjois-Karjalan koulutuskuntayhtymäLOISTE V,106,4,04 Ammatillinen koulutus
1419,106Salon seudun koulutuskuntayhtymäHyvin tekemistä länteen 2018,106,4,04 Ammatillinen koulutus
1420,106Suomen DiakoniaopistoYhdessä eteenpäin 6,106,4,04 Ammatillinen koulutus
1421,106Marttayhdistysten liitto ry / Oulun Palvelualan OpistoLaadulla reformiin 2,106,4,04 Ammatillinen koulutus
1422,106Keski-Uudenmaan koulutuskuntayhtymäLARK 7 - Kohti itsearviointia,106,4,04 Ammatillinen koulutus
1423,106Oulun seudun koulutuskuntayhtymäLaatusampo 5,106,4,04 Ammatillinen koulutus
1424,106Jyväskylän koulutuskuntayhtymäSamassa veneessä 5 - Puhuria purjeisiin,106,4,04 Ammatillinen koulutus
1425,110Oulun kristillinen koulu / Oulun kristillinen kasvatus ry.Kristillisten koulujen kehittäminen ja verkostotyö 2017-2018,110,2,02 Esi- ja perusopetus
1426,110Vaasan kristillinen kouluKristillisten koulujen kehittäminen ja verkostotyö 2017-2018,110,2,02 Esi- ja perusopetus
1427,110Jyväskylän kristillisen koulun yhdistys ryKoulujen kehittäminen ja opettajien kouluttaminen 2017-2018,110,2,02 Esi- ja perusopetus
1428,110Keski-Uudenmaan kristillisen koulun ja päiväkodin kannatusyhdistys ryKristillisten koulujen kehittäminen ja verkostotyö 2017-2018,110,2,02 Esi- ja perusopetus
1429,110Suomen Adventtikirkko / koulutoimiKristillisten koulujen toiminnan kehittäminen ja verkostotyö 2017-2018,110,2,02 Esi- ja perusopetus
1430,110Porin Kristillisen koulun kannatusyhdistys ryKristillisten koulujen kehittäminen ja opettajien koulutus 2017-2018,110,2,02 Esi- ja perusopetus
1431,110Lahden kristillisen koulun kannatusyhdistys ry- Kristillisten koulujen kehittäminen ja verkostotyö 2017-2018,110,2,02 Esi- ja perusopetus
1432,110Rovaniemen seudun kristillisen koulun kannatusyhdistys ryKristillisten koulujen kehittäminen ja verkostotyö 2017-2018,110,2,02 Esi- ja perusopetus
1433,111Muonion yhtenäiskouluTunturitutorit,111,2,02 Esi- ja perusopetus
1434,111CONFIDO Pohjanmaan Kristillinen Kasvatus - Österbottens Kristliga Uppfostran rySuperope - TVT-osaamisen kartuttaminen ja osaamisen jakaminen.,111,2,02 Esi- ja perusopetus
1435,111Espoon kristillisen koulun kannatusyhdistys ryTUTOR,111,2,02 Esi- ja perusopetus
1436,111Etelä-Pohjanmaan Steinerkouluyhdistys r.y.Suomen steinerkoulujen TVT -tutortoiminnan ja -strategian kehittäminen,111,2,02 Esi- ja perusopetus
1437,111Eurajoen kuntaTutoropettajien toiminta ja kouluttaminen Eurajoki,111,2,02 Esi- ja perusopetus
1438,111Punkalaitumen kuntaTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1439,111Heinolan kaupunkiTutoropettajien toiminta Heinolassa,111,2,02 Esi- ja perusopetus
1440,111Heinäveden kuntaTutorhanke,111,2,02 Esi- ja perusopetus
1441,111Humppilan kuntayhdessä eteenpäin,111,2,02 Esi- ja perusopetus
1442,111Helsingin kaupunki/Kasvatuksen ja koulutuksen toimialaHelsingin suomen- ja ruotsinkielinen tutoropettajaverkosto 2.0,111,2,02 Esi- ja perusopetus
1443,111Helsingin Uusi yhteiskoulu OsakeyhtiöDigitutorit vertaistukena,111,2,02 Esi- ja perusopetus
1444,111Sallan kuntaHyvää digiarkea etsimään kodin ja koulun yhteistyönä,111,2,02 Esi- ja perusopetus
1445,111Liperin kuntaTutortoiminnan jatko,111,2,02 Esi- ja perusopetus
1446,111Huittisten kaupunkiTutoropettajat muutosagentteina,111,2,02 Esi- ja perusopetus
1447,111Helsingin yliopiston Viikin normaalikouluDigitutortoiminta II - Hgin yliopiston harjoittelukoulut,111,2,02 Esi- ja perusopetus
1448,111Alajärven kaupunkiYhdessä hyvä tulee 2,111,2,02 Esi- ja perusopetus
1449,111Hollolan kuntaKärkihanke 1 Tutorpettajan toiminta ja kouluttaminen 2017,111,2,02 Esi- ja perusopetus
1450,111Limingan kuntaToimintaspurtista toimintakulttuurin muutokseen,111,2,02 Esi- ja perusopetus
1451,111Hämeenlinnan kaupunkiTutoropettajien toiminta ja kouluttaminen Hämeenlinnassa 2018-2019,111,2,02 Esi- ja perusopetus
1452,111Itä-Suomen suomalais-venäläisen koulun säätiö srTutoropettajat opetuksen kehittäjinä,111,2,02 Esi- ja perusopetus
1453,111Iisalmen kaupunkiTOP-opet huipulle,111,2,02 Esi- ja perusopetus
1454,111Paimion kaupunkiTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1455,111Porin kaupunkiTutoropettajat pedagogiikan edistäjinä,111,2,02 Esi- ja perusopetus
1456,111Porin Kristillisen koulun kannatusyhdistys ryTutoropettaja verkostoituu ja valmentaa,111,2,02 Esi- ja perusopetus
1457,111Pornaisten kuntaPornaisten tutoropettajat,111,2,02 Esi- ja perusopetus
1458,111Savonlinnan kaupunkiPeruskoulun Tutorit kentällä 2018-2019 Savonlinna,111,2,02 Esi- ja perusopetus
1459,111Haapajärven kaupunkiTutorin tuella,111,2,02 Esi- ja perusopetus
1460,111Perhon kuntaPerhon tutoropettajien koulutus ja toiminta,111,2,02 Esi- ja perusopetus
1461,111Lappeenrannan seudun steinerkoulun kannatusyhdistys r.y.Lappeenrannan steinerkoulun digitutor,111,2,02 Esi- ja perusopetus
1462,111Mänttä-Vilppulan kaupunkiTaidekaupungin digitutorit,111,2,02 Esi- ja perusopetus
1463,111Siilinjärven kuntaSiilinjärven tutoropettajien toiminta ja kouluttaminen ,111,2,02 Esi- ja perusopetus
1464,111Riihimäen kaupunkiTutorope Riihimäellä,111,2,02 Esi- ja perusopetus
1465,111Luumäen kuntaLuumäen kunnan tutor-opettajatoiminta,111,2,02 Esi- ja perusopetus
1466,111Padasjoen kuntaPadasjoki Tutoropettajien koulutus ja toiminta 2,111,2,02 Esi- ja perusopetus
1467,111Pellon kuntaDigitutoropettajatoiminnan vakiinnuttaminen Pellon peruskoulussa,111,2,02 Esi- ja perusopetus
1468,111Pertunmaan kuntaTutoropettaja - pienen kunnan koulujen kehittäjä,111,2,02 Esi- ja perusopetus
1469,111Pieksämäen kaupunkiTutoropettaja toiminta ja kouluttaminen 2017,111,2,02 Esi- ja perusopetus
1470,111Pielaveden kuntaTutoropettajatoiminnan jatkaminen,111,2,02 Esi- ja perusopetus
1471,111PietarsaariPietarsaaren koulujen digitutortoiminnan kehittäminen,111,2,02 Esi- ja perusopetus
1472,111Polvijärven kuntaPolvijärven tutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1473,111Porvoon kaupunkiPorvoon Tutoropettajat - Tutorlärarna i Borgå,111,2,02 Esi- ja perusopetus
1474,111Pyhännän kuntaTutortoimintaa Pyhännälle 2,111,2,02 Esi- ja perusopetus
1475,111Tyrnävän kuntaOivaltavaa oppimista 2,111,2,02 Esi- ja perusopetus
1476,111Rautalammin kuntaRautalammin opettajat digiaikaan,111,2,02 Esi- ja perusopetus
1477,111Akaan kaupunkiAkaan kaupungin tutortoiminnan kehittäminen ja vakiinnuttaminen  ,111,2,02 Esi- ja perusopetus
1478,111Hangö stadGemensam tutorlärarverksamhet för Hangö stads grundskolor enligt den nya lokala läroplanen 2.0,111,2,02 Esi- ja perusopetus
1479,111Understödsföreningen för Rudolf Steiner skolan i Helsingfors ry.Tutorlärarnas verksamhet och utbildning,111,2,02 Esi- ja perusopetus
1480,111KristiinankaupunkiA) tutoropettajien toiminta ja kouluttaminen (yhteisesti ruotsinkielisille ja suomenkielisille kouluille kunnassamme,111,2,02 Esi- ja perusopetus
1481,111Larsmo kommunTutor 2.0,111,2,02 Esi- ja perusopetus
1482,111Esbo stadLära tillsammans i vardagen – tutorlärarverksamhet i Esbo,111,2,02 Esi- ja perusopetus
1483,111Pedersöre kommunTutorverk 2.0 Pedersöre,111,2,02 Esi- ja perusopetus
1484,111Nousiaisten kuntaNousiaisten tutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1485,111Vörå kommunTutorlärare,111,2,02 Esi- ja perusopetus
1486,111Siikajoen kuntaTutoroinnilla tuloksiin,111,2,02 Esi- ja perusopetus
1487,111Haapaveden kaupunkiTutorit vauhdittamaan OPS-uudistusta 2,111,2,02 Esi- ja perusopetus
1488,111Kauniaisten kaupunkiGrani Digitutors,111,2,02 Esi- ja perusopetus
1489,111Ristijärven kuntaTutorointia digi-arkeen,111,2,02 Esi- ja perusopetus
1490,111Salon kaupunkiTutoropettaja opettajan osaamisen kehittämisen tukena,111,2,02 Esi- ja perusopetus
1491,111Raision kaupunkiOta haltuun ja jaa!,111,2,02 Esi- ja perusopetus
1492,111Raaseporin kaupunkiRaaseporin Into,111,2,02 Esi- ja perusopetus
1493,"111Merijärven kuntaUusi pk- ohjelma, tutor-toiminta 2",111,2,02 Esi- ja perusopetus
1494,111Rääkkylän kuntaTutorit,111,2,02 Esi- ja perusopetus
1495,111Alavieskan kuntaTaitavana Tutorina Alavieskan yhtenäiskoulussa II,111,2,02 Esi- ja perusopetus
1496,111Merikarvian kuntaMerikarvian peruskoulujen Tutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1497,111Mikkelin kaupunkiMikkelin tutorit 2018-2019,111,2,02 Esi- ja perusopetus
1498,111Kronoby kommunTutorlärande i Kronoby kommun 2,111,2,02 Esi- ja perusopetus
1499,"111Nivalan kaupunkiTutoropettajien toiminta ja kouluttautuminen, Nivala",111,2,02 Esi- ja perusopetus
1500,111Ruskon kuntaME - yhteistyöstä yhdessä tekemiseen,111,2,02 Esi- ja perusopetus
1501,111Nakkilan kuntaNakkilan digikeikka,111,2,02 Esi- ja perusopetus
1502,111Säkylän kuntaTutoropettajien toiminnan jatkaminen Säkylässä,111,2,02 Esi- ja perusopetus
1503,111Mynämäen kuntaTutoropettajat Mynämäessä II,111,2,02 Esi- ja perusopetus
1504,111Euran kuntaUuden opetussuunnitelman jalkauttaminen Eurassa,111,2,02 Esi- ja perusopetus
1505,111Hartolan kuntaTutoropettajan toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1506,111Hattulan kuntaTutoropettajien toimintaan ja kouluttamiseen,111,2,02 Esi- ja perusopetus
1507,111Helsingin Rudolf Steiner -koulun kannatusyhdistys ryDigiloikka Helsingin Rudolf Steiner -koulussa,111,2,02 Esi- ja perusopetus
1508,111Hyrynsalmen kuntaTutorapua digioppimiseen,111,2,02 Esi- ja perusopetus
1509,111Hyvinkään kaupunkiPedagogiset kouluttajat opettajan työn tukena,111,2,02 Esi- ja perusopetus
1510,111Ikaalisten kaupunkiTutoropettaja osaamisen ja toimintakulttuurin kehittäjänä,111,2,02 Esi- ja perusopetus
1511,111Joroisten kuntaDigiloikasta digiarkeen,111,2,02 Esi- ja perusopetus
1512,111Ilmajoen kuntaTutoreille oppia ja hommia II,111,2,02 Esi- ja perusopetus
1513,111Imatran kaupunkiAskel Askeleelta Kohti Uutta Pedaa,111,2,02 Esi- ja perusopetus
1514,111Isonkyrön kuntaTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1515,111Janakkalan kuntaTutoropettajat pedagogisina toimijoina ja tiedon jakajina,111,2,02 Esi- ja perusopetus
1516,111Joensuun kaupunkiJoensuun tutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1517,111Jokioisten kuntaUutta pedagogiikkaa jokaiseen koulupäivään,111,2,02 Esi- ja perusopetus
1518,111Itä-Suomen yliopistoTutoropettajien toiminta ja kouluttaminen 2017,111,2,02 Esi- ja perusopetus
1519,"111Kangasalan kuntaKangasalan tutorien toiminta ja koulutus, jatkohanke",111,2,02 Esi- ja perusopetus
1520,111Rautavaaran kuntaTutoropettajatoiminnan kehittäminen,111,2,02 Esi- ja perusopetus
1521,111Sauvon kuntaTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1522,111Muuramen kuntaMuuramen tutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1523,111Enonkosken kuntaPedagogiikan uudistamista Enonkoskella,111,2,02 Esi- ja perusopetus
1524,"111Lappeenrannan kaupunkiInnostuva, uudistuva Lappeenranta - Tutortoiminta 2018",111,2,02 Esi- ja perusopetus
1525,111Lapuan kaupunkiIso ilmiö II -kaikki yhdessä,111,2,02 Esi- ja perusopetus
1526,111Lieksan kaupunkiTUTOROPETTAJIEN TOIMINTA JA KOULUTTAMINEN,111,2,02 Esi- ja perusopetus
1527,111Lohjan kaupunkiDigitutor 2.0,111,2,02 Esi- ja perusopetus
1528,111Savitaipaleen kuntaTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1529,111Nokian kaupunkiTutoropettajat opetuksen uudistajina,111,2,02 Esi- ja perusopetus
1530,"111Oulun yliopisto, Oulun normaalikoulu KEHYS Kehittyvä yhteistyö",111,2,02 Esi- ja perusopetus
1531,111Loimaan kaupunkiTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1532,111Haminan kaupunkiTutoropettajien toiminta ja edelleen kouluttaminen Haminassa,111,2,02 Esi- ja perusopetus
1533,111Loviisan kaupunkiTutorit apuun - kahdella kielellä 2,111,2,02 Esi- ja perusopetus
1534,111Lumijoen kuntaTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1535,111Mäntyharjun kuntaTutoropettajat toimimaan,111,2,02 Esi- ja perusopetus
1536,111Mustasaaren kuntaTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1537,111Maskun kuntaOSAAMO,111,2,02 Esi- ja perusopetus
1538,111Hämeenkyrön kuntaVirtaa digiloikasta,111,2,02 Esi- ja perusopetus
1539,111Alavuden kaupunkiTutoropettajien Toiminta 2,111,2,02 Esi- ja perusopetus
1540,111Anna Tapion säätiö srTutor-opettaja,111,2,02 Esi- ja perusopetus
1541,111Apollon Yhteiskoulun kannatusyhdistys ryTutoropettajien toiminta ja kouluttaminen Apollossa,111,2,02 Esi- ja perusopetus
1542,111Reisjärven kunta/koulutoimiTutoropettajien toiminnan käynnistäminen ja kouluttaminen sekä digitalisaation syventäminen,111,2,02 Esi- ja perusopetus
1543,111Evijärven kuntaDigiloikan askeleet,111,2,02 Esi- ja perusopetus
1544,111Halsuan kuntaTutor tueksi ,111,2,02 Esi- ja perusopetus
1545,111Elias-Koulun Kouluyhdistys ryTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1546,111Espoon kaupunkiUusi espoolainen peruskoulu ja sen mahdollistajat 2,111,2,02 Esi- ja perusopetus
1547,111Iitin kuntaDigitaidot käyttöön alakouluissa - kisälleistä mestareiksi,111,2,02 Esi- ja perusopetus
1548,111Parkanon kaupunkiBittejä ja pedagogiikkaa,111,2,02 Esi- ja perusopetus
1549,111Pirkkalan kuntaTutor-toiminnan kehittäminen ja vakiinnuttaminen Pirkkalassa,111,2,02 Esi- ja perusopetus
1550,111Pohjois-Haagan yhteiskoulu oyTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1551,111Mäntsälän kuntaMäntsälän tutortoiminta,111,2,02 Esi- ja perusopetus
1552,111Pargas stadSkärgårdens nya grundskola,111,2,02 Esi- ja perusopetus
1553,111Oripään kuntaOripään kunnan tutoropettajien toiminta ja kouluttaminen 2018,111,2,02 Esi- ja perusopetus
1554,111Inkoon kuntaTutoropettajatoiminta,111,2,02 Esi- ja perusopetus
1555,111Inarin kuntaInarilainen tutorope,111,2,02 Esi- ja perusopetus
1556,111Rantasalmen kuntaRantasalmen tutorit,111,2,02 Esi- ja perusopetus
1557,"111Raahen kaupunki, opetustoimiTutor tueksi tunnille III -hanke",111,2,02 Esi- ja perusopetus
1558,111Korsholms kommunDiGiTu - digikompetens för alla,111,2,02 Esi- ja perusopetus
1559,111Orimattilan kaupunkiTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1560,111Iin kuntaIin tutoropettajat digitaalisen ja pedagogisen kehittämisen tukena,111,2,02 Esi- ja perusopetus
1561,111Närpes stadTutorlärarnas verksamhet och utbildning,111,2,02 Esi- ja perusopetus
1562,111Ruokolahden kuntaKohti uutta koulua - tutorit toimii Ruokolahdella,111,2,02 Esi- ja perusopetus
1563,111Rauman kaupunkiRauman OPS-koutsit - tutorkoulutusta ja -toimintaa opettajille,111,2,02 Esi- ja perusopetus
1564,111Pyhärannan kuntaVakka-Suomen OPS -luotsit,111,2,02 Esi- ja perusopetus
1565,111Pälkäneen kuntaTutorina koulun arjessa ja kehittämistyössä,111,2,02 Esi- ja perusopetus
1566,111Sastamalan kaupunkiSastamalan tutoropettajat,111,2,02 Esi- ja perusopetus
1567,111Naantalin kaupunkiTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1568,111Seinäjoen kaupunkiTutor-opettajien toiminta ja kouluttaminen Seinäjoella,111,2,02 Esi- ja perusopetus
1569,111Sievin kuntaTutorien toiminta vertaiskouluttajina,111,2,02 Esi- ja perusopetus
1570,111Nykarleby stadNET 2.0,111,2,02 Esi- ja perusopetus
1571,111Björneborgs svenska samskolas aktiebolagTutorlärarnas verksamhet och utbildning,111,2,02 Esi- ja perusopetus
1572,111Muhoksen kuntaKärkihanke 1 - hakuryhmä A: tutoropettajien  toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1573,111Kimitoöns kommunKimitoöns digitutorer 2 - KidIT 2,111,2,02 Esi- ja perusopetus
1574,111Posion kuntaTutoropettajan toiminta ja kouluttaminen Posion peruskoululla,111,2,02 Esi- ja perusopetus
1575,111Puumalan kuntaOsaava ja toimiva tutor,111,2,02 Esi- ja perusopetus
1576,111Steinerpedagogikens Vänner i Västnyland rf.Digitalisering av kreativa processer vid Mikaelskolan,111,2,02 Esi- ja perusopetus
1577,111Nurmeksen kaupunkiOpe-Tutorit,111,2,02 Esi- ja perusopetus
1578,111Lopen kuntaTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1579,111Lapinlahden kuntaTutor-opettajien toiminta ja kouluttaminen Lapinlahdella,111,2,02 Esi- ja perusopetus
1580,111Lappajärven kuntaTutorointia järven ympäri,111,2,02 Esi- ja perusopetus
1581,111Laukaan kuntaLaukaan tutoropettajien toiminta ja osaamisen kehittäminen,111,2,02 Esi- ja perusopetus
1582,111Forssan kaupunkiTutortoiminnan juurruttaminen osaksi perusopetusta,111,2,02 Esi- ja perusopetus
1583,111Kotka Svenska Samskolas garantiförening r.f.Tutorlärare i KSS,111,2,02 Esi- ja perusopetus
1584,111Outokummun kaupunkiTutoreiden tuella tulevaa rakentaen,111,2,02 Esi- ja perusopetus
1585,111Malax kommunTutorlärarteam i Malax och Korsnäs kommuner,111,2,02 Esi- ja perusopetus
1586,111Lauttasaaren yhteiskoulun kannatusyhdistys ryLauttasaaren yhteiskoulun tutoropettajatoiminta,111,2,02 Esi- ja perusopetus
1587,111Lapinjärven kuntaKoko kylän koulu,111,2,02 Esi- ja perusopetus
1588,111Oulunkylän Yhteiskoulun kannatusyhdistys r.y.Tutoropettajien toiminta,111,2,02 Esi- ja perusopetus
1589,111Nurmijärven kuntaNurmijärven tutoropettajat – opetuksen ja oppimisen pedagogiset kehittäjät,111,2,02 Esi- ja perusopetus
1590,111Harjavallan kaupunkiHarjavalta - kohti uutta pedagogiikkaa,111,2,02 Esi- ja perusopetus
1591,111Oulun kristillinen kasvatus rytutordigiloikka@oukris_2,111,2,02 Esi- ja perusopetus
1592,111Oulun kaupunkiAlakko nää opettajatutoria?,111,2,02 Esi- ja perusopetus
1593,111Svenska Privatskolan i UleåborgTutorlärarverksamheten,111,2,02 Esi- ja perusopetus
1594,111Laitilan kaupunkiVakka-Suomen​ ​OPS​-luotsit ,111,2,02 Esi- ja perusopetus
1595,111Lemin kuntaTutoropettajat Lemillä,111,2,02 Esi- ja perusopetus
1596,111Lempäälän kuntaLempäälän tutoropettajat,111,2,02 Esi- ja perusopetus
1597,111Leppävirran kuntaTutoropettajien toiminta ja kouluttaminen 2017,111,2,02 Esi- ja perusopetus
1598,111Lestijärven kuntaLestin tutorit ,111,2,02 Esi- ja perusopetus
1599,111Liedon kuntaLiiketuudor 2,111,2,02 Esi- ja perusopetus
1600,111Oulaisten kaupunkiOulaisten koulujen digitutortoiminta 2018-2019,111,2,02 Esi- ja perusopetus
1601,111Åbo AkademiTutorläraren på skolans utkikspost,111,2,02 Esi- ja perusopetus
1602,111Oriveden kaupunkiOriveden tutoropettajien toiminta,111,2,02 Esi- ja perusopetus
1603,111Oulun Steinerkoulun kannatusyhdistys ryOulun steinerkoulun TVT-tutortoiminnan ja -strategian kehittäminen sekä tutortoiminnan vakiinnuttaminen,111,2,02 Esi- ja perusopetus
1604,111Askolan kuntaAskolan kehittyvät tuutorit,111,2,02 Esi- ja perusopetus
1605,111Savukosken kunnanhallitusTutoropettajien toiminta ja kouluttaminen,111,2,02 Esi- ja perusopetus
1606,111Paraisten kaupunkiTutorointi vakiintuu koulujen yhteistyössä,111,2,02 Esi- ja perusopetus
1607,113Lohjan kaupunkiSILK - Alueellisen tutortoiminnan kehittämishanke,113,2,02 Esi- ja perusopetus
1608,113Vetelin kuntaKASEtutor tvt-työhön - Kaikki mukaan Kaustisen seutukunnassa,113,2,02 Esi- ja perusopetus
1609,113Porin kaupunkiSatakunnan tutoryhteistyö,113,2,02 Esi- ja perusopetus
1610,113Lahden kaupunkiPäijät-Hämeen tutoropettajaverkosto,113,2,02 Esi- ja perusopetus
1611,113Liedon kuntaAluetuudor,113,2,02 Esi- ja perusopetus
1612,113Pargas stadRegional tutorverksamhet i sydvästra Finland ,113,2,02 Esi- ja perusopetus
1613,113Jyväskylän Seudun Steinerkoulun kannatusyhdistys r.y.Suomen steinerkoulujen TVT -tutortoiminnan ja -strategian kehittäminen,113,2,02 Esi- ja perusopetus
1614,113Kauhajoen kaupunkiTutorix- Tutorit Etelä-Pohjanmaalla ,113,2,02 Esi- ja perusopetus
1615,113Kalajoen kaupunkiRannikon aluetutortoiminnan kehittäminen,113,2,02 Esi- ja perusopetus
1616,113JakobstadUTVECKLANDE TUTORLÄRARVERKSAMHET I JAKOBSTADSREGIONEN,113,2,02 Esi- ja perusopetus
1617,113Jyväskylän kaupunkiKeski-Suomen tutoropettajaverkosto,113,2,02 Esi- ja perusopetus
1618,113Loimaan kaupunkiTutoropettajatoiminnan kehittäminen alueellisesti,113,2,02 Esi- ja perusopetus
