unique,personnel-costs-row.amount,material-costs-row.amount,rent-costs-row.amount,service-purchase-costs-row.amount,steamship-costs-row.amount,other-costs-row.amount,equipment-costs-row.amount,coordination-costs-row.amount,other-costs-row-2.amount,personnel-costs-row.amount-18,material-costs-row.amount-18,menotamount,project-incomes-row.amount,own-income-row.amount,eu-programs-income-row.amount,other-public-financing-income-row.amount,private-financing-income-row.amount,tulotamount,summaamount,SummienTodennakoisyys
58Lappeenrannan seudun steinerkoulun kannatuyhdistys ryLappeenrannan steinerkoulun digitutor,4146.0,0.0,0.0,0.0,369.0,54.0,1121.0,0.0,0.0,0.0,0.0,5690.0,0.0,0.0,0.0,0.0,1439.0,1439.0,-4251.0,69.04411689874745
58Kouvolan kaupunki#tutorkouvola2,74609.0,0.0,556.0,6435.0,608.0,302.0,0.0,0.0,0.0,0.0,0.0,82510.0,0.0,0.0,0.0,0.0,0.0,0.0,-82510.0,81.58735457780833
58Siuntion kuntaMonipuolista tutorointia  koulujen arjessa ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515
58Multian kuntaMultian tutoropettajan toiminta,322.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,-812.0,97.95442373699893
58Pielaveden kuntaTutoropettajilta oppia ja osaamista ops:n haasteisiin modernein menetelmin,6024.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,6219.0,6000.0,0.0,0.0,0.0,0.0,6000.0,-219.0,83.33546185307007
58Paltamon kuntaTutoropettajat digitaalisten välineiden vertaiskouluttajina,2614.0,0.0,0.0,395.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,-3750.0,98.06518184364297
58Tervon kuntaDigiTutor 2017,2804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2804.0,0.0,0.0,0.0,0.0,0.0,0.0,-2804.0,98.06813366945448
58Ruskon kuntaSparrauksella paremmaksi,9628.0,0.0,0.0,0.0,322.0,637.0,0.0,0.0,0.0,0.0,0.0,10587.0,0.0,0.0,0.0,0.0,0.0,0.0,-10587.0,98.14957494833041
58Laitilan kaupunkiVakka- Suomen OPS tutorit / Laitila ,7965.0,14.0,0.0,91.0,20.0,104.0,0.0,0.0,0.0,0.0,0.0,8194.0,62.0,0.0,0.0,0.0,0.0,62.0,-8132.0,98.22427502148295
58Kemijärven kaupungin perusopetusTutoropettajien toiminta Kemijärvellä,5300.0,0.0,0.0,665.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,6165.0,0.0,0.0,0.0,0.0,0.0,0.0,-6165.0,98.29332712484477
58Eurajoen kristillisen opiston kannatusyhdistys ryDigitutor Eurajoen kristillinen opisto,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,-1620.0,98.03910694488921
58Kainuun Opisto OyDigitutor Kainuun Opisto,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,98.02262212760213
58Ylöjärven kaupunkiTutoropettajat pedagogisina kehittäjinä,67594.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,67779.0,0.0,0.0,0.0,0.0,0.0,0.0,-67779.0,94.83556305347118
58Utajärven kunta#turvaatutoreista,6637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6637.0,0.0,0.0,0.0,0.0,0.0,0.0,-6637.0,98.1400094180522
58Urjalan kuntaPirkanmaan tutoropettajat (Urjala),4516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4516.0,4500.0,0.0,0.0,0.0,0.0,4500.0,-16.0,90.09104756186223
58Rautjärven kuntaYhdessä bitteihin,3300.0,0.0,0.0,600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,-4000.0,98.20465422481426
58Taipalsaaren kuntaTaipalsaaren tutoropettaja,10237.0,20.0,0.0,436.0,687.0,0.0,597.0,0.0,0.0,0.0,0.0,11977.0,0.0,0.0,0.0,0.0,0.0,0.0,-11977.0,89.9315660432302
58Salon kaupunkiTutor opettajan osaamisen kehittämisen tukena,63030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63030.0,0.0,0.0,0.0,0.0,0.0,0.0,-63030.0,95.29547239590018
58Pyhäjoen kuntaDigiapu – ICT -tutorit ohjaamaan Pyhäjokista kouluyhteisöä,7241.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,7342.0,0.0,0.0,0.0,0.0,0.0,0.0,-7342.0,98.20890717485196
58Nakkilan kuntaNakkilan katse kohti digikoulua,5726.0,0.0,0.0,395.0,210.0,605.0,0.0,0.0,0.0,0.0,0.0,6936.0,0.0,0.0,0.0,0.0,0.0,0.0,-6936.0,98.16134127685342
58Sotkamon kuntaDIGATA - Digiaikaan tutoreiden avulla,5240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5240.0,0.0,0.0,0.0,0.0,0.0,0.0,-5240.0,98.11772290086004
58Teuvan kunta/ sivistystoimiTeuvan tutor -toiminta,7608.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,7652.0,0.0,0.0,0.0,0.0,0.0,0.0,-7652.0,98.16470827826602
58Sodankylän kuntaTutor-tokka jutaa ympäri kyliä,6044.0,0.0,0.0,4689.0,1613.0,0.0,0.0,0.0,0.0,0.0,0.0,12346.0,0.0,0.0,0.0,0.0,0.0,0.0,-12346.0,96.36346194558702
58Sipoon kuntaVertaistuella ja opettajien yhteistyöllä kohti uudenlaista koulua,32867.0,0.0,0.0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,33648.0,0.0,0.0,0.0,0.0,0.0,0.0,-33648.0,97.61622201144694
58Kustavin kuntaVakka-Suomen opstutorit/Kustavi,1632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632.0,1000.0,0.0,0.0,0.0,0.0,1000.0,-632.0,97.87997277733818
58Ylivieskan kaupunkiYlivieskan digitutoritoiminta – Osaaminen jakoon,25352.0,0.0,0.0,2004.0,1877.0,4.0,0.0,0.0,0.0,0.0,0.0,29237.0,0.0,0.0,0.0,0.0,0.0,0.0,-29237.0,95.886265005452
"58Ylitornion kunta, sivistystoimiTutoropettajien toiminta",5686.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,5818.0,0.0,0.0,0.0,0.0,0.0,0.0,-5818.0,98.20027625145009
58Vihdin kuntaKetterät tutorit uutta opsia jalkauttamaan,52089.0,0.0,0.0,0.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,52498.0,0.0,0.0,0.0,0.0,0.0,0.0,-52498.0,96.52159725195725
58Vetelin kuntaVETO,1260.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,-1480.0,98.0563792293105
58Vesilahden kuntaTutoropettajien toiminta Vesilahdessa,10273.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10654.0,0.0,0.0,0.0,0.0,0.0,0.0,-10654.0,93.64027411727258
58Vesannon yhtenäiskouluOPS2016 todeksi.,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,-1972.0,98.0480729806197
"58Vehmaan kunta , koulutoimiVakka-Suomen opstutorit/ Vehmaa",3046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3046.0,0.0,0.0,0.0,0.0,0.0,0.0,-3046.0,98.0736700233293
58Varkauden kaupunki sivistyspalvelutTutor-opettajien toiminta,27100.0,0.0,446.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,27564.0,0.0,0.0,0.0,0.0,0.0,0.0,-27564.0,89.49061957441847
58Vantaan kaupunkiTutoropettajien toiminta,261936.0,0.0,0.0,0.0,0.0,61827.0,0.0,0.0,0.0,0.0,0.0,323763.0,296250.0,0.0,0.0,0.0,0.0,296250.0,-27513.0,30.872721213344413
58Turun Seudun Steinerkouluyhdistys ry.Uusi peruskoulu- ohjelma,2511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511.0,0.0,0.0,0.0,2000.0,500.0,2500.0,-11.0,87.33555359042917
"58Turun kaupunki, sivistystoimialaTutor Aboensis - Turun uuden perusopetuksen tutoropettajat",174194.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,174461.0,0.0,0.0,0.0,0.0,0.0,0.0,-174461.0,76.16506705785646
"58Toivakan kuntaKärkihanke 1: hakuryhmä 2, Tutoropettajien toiminta",4763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4763.0,0.0,0.0,0.0,0.0,0.0,0.0,-4763.0,98.10908626786228
58Toholammin kuntaTohoICT,4848.0,0.0,0.0,963.0,0.0,841.0,0.0,0.0,0.0,0.0,0.0,6652.0,0.0,0.0,0.0,0.0,0.0,0.0,-6652.0,97.82346771926372
58Tampereen yliopiston normaalikouluMentOPE ,7961.0,2119.0,0.0,597.0,1414.0,0.0,0.0,0.0,0.0,0.0,0.0,12091.0,0.0,0.0,0.0,0.0,0.0,0.0,-12091.0,79.14739637050691
58Tampereen Steiner-kouluyhdistys ryTopeto 2017-18,10836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10836.0,0.0,0.0,0.0,0.0,0.0,0.0,-10836.0,98.18000039650852
"58Tampereen kaupunki, Vapeha,Ilmiömäinen Tampere - tutoropettajat ",209611.0,0.0,0.0,9708.0,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,220457.0,0.0,0.0,0.0,0.0,0.0,0.0,-220457.0,74.7755379226837
"58Tammelan kunta, sivistystoimiHakuryhmä 2 Tutoropettajien toiminta",7362.0,575.0,0.0,1198.0,128.0,12.0,0.0,0.0,0.0,0.0,0.0,9275.0,0.0,0.0,0.0,0.0,0.0,0.0,-9275.0,88.20122280188295
58Taivassalon kuntaVakka-Suomen opstutorit/Taivassalo,1830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830.0,1500.0,0.0,0.0,0.0,0.0,1500.0,-330.0,97.45938068009839
58Hyrynsalmen kuntaHyrynsalmen tutoropetus,846.0,61.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,0.0,0.0,0.0,0.0,0.0,0.0,-971.0,97.93143613692416
58Suomen AdventtikirkkoSuomen Adventtikirkon koulujen tutoropettajat ,5977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5977.0,0.0,0.0,0.0,0.0,0.0,0.0,-5977.0,98.1300391986281
58Simon kuntaTutoropettajien toiminta,2713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2713.0,0.0,0.0,0.0,0.0,0.0,0.0,-2713.0,98.06601700251765
58Siilinjärven kuntaSiilinjärven peruskoulujen tutoropettajien toiminta,37943.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37957.0,0.0,0.0,0.0,0.0,0.0,0.0,-37957.0,97.46564568427472
58Siikalatvan kuntaSiikalatvan tutorit toimii ja verkostoituu,8541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8541.0,0.0,0.0,0.0,0.0,0.0,0.0,-8541.0,98.16316326745938
58Sievin kuntaOpsin osaamisverkosto,12175.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,12304.0,9500.0,0.0,0.0,0.0,0.0,9500.0,-2804.0,78.9599299245959
58Seinäjoen kaupunkiTutoropettajilla opstaitureita,98101.0,0.0,0.0,0.0,98.0,400.0,0.0,0.0,0.0,0.0,0.0,98599.0,0.0,0.0,0.0,0.0,0.0,0.0,-98599.0,89.74973260652332
"58Savonlinnan kaupunkiPeruskoulun Tutorit kentällä, Savonlinna 2017-2018",35320.0,0.0,0.0,451.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,36103.0,0.0,0.0,0.0,0.0,0.0,0.0,-36103.0,97.7957043514639
58Savitaipaleen kuntaTutoropettajan toiminta Savitaipaleella,4530.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,4617.0,0.0,0.0,0.0,0.0,0.0,0.0,-4617.0,98.15832409655708
58Sauvon kuntaTutoropettajien toiminta,4596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4596.0,3500.0,0.0,0.0,0.0,0.0,3500.0,-1096.0,93.48003148433038
58Saarijärven kaupunkiSaarijärven perusopetuksen tutoropettajien toiminta,12503.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,12509.0,0.0,0.0,0.0,0.0,0.0,0.0,-12509.0,98.18635234829846
58Ruoveden kuntaRuoveden kunnan  tutor-hanke,5765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5765.0,0.0,0.0,0.0,0.0,0.0,0.0,-5765.0,98.12662425461478
58Ruokolahden kuntaKohti uutta koulua - Tutoropettajatoiminta,3133.0,206.0,0.0,2866.0,1455.0,0.0,0.0,0.0,0.0,0.0,0.0,7660.0,5000.0,0.0,0.0,0.0,0.0,5000.0,-2660.0,85.97373716763583
58Rovaniemen kaupunkiArktisetTutorit,80544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80544.0,0.0,0.0,0.0,0.0,0.0,0.0,-80544.0,92.92491038587514
58Ristijärven kuntaTvt - taitoja tutoreilta tumpeloille,2560.0,0.0,0.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3132.0,0.0,0.0,0.0,1500.0,0.0,1500.0,-1632.0,93.59561526145205
58Reisjärven kuntaTutoropettajien toiminta,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,-6000.0,98.13040347807839
58Rautalammin kuntaRautalammin kunnan perusopettajien digiosaaminen nousuun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515
58Rauman kaupunkiTutoropettajien toiminta Raumalla,43667.0,113.0,281.0,596.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,44879.0,0.0,0.0,0.0,0.0,0.0,0.0,-44879.0,93.97964124632172
58Pornaisten kuntaPornaisten tutoropettajat,19903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19903.0,0.0,0.0,0.0,0.0,0.0,0.0,-19903.0,98.12816194706122
58Porin Kristillisen koulun kannatusyhdistys ryDigipedagogi taitojaan jakamassa,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,-1331.0,98.03153279477469
58Pirkkalan kuntaTutortoiminnan kehittäminen Pirkkalan kunnan peruskouluissa,71638.0,0.0,0.0,903.0,61.0,3.0,1849.0,0.0,0.0,0.0,0.0,74454.0,0.0,0.0,0.0,0.0,0.0,0.0,-74454.0,79.00841376255318
58Pihtiputaan kuntaSähköiset oppimisympäristöt kaikille oppilaille,4514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4514.0,0.0,0.0,0.0,0.0,0.0,0.0,-4514.0,98.10437014708377
58Pellon kuntaTutoropettajien toiminnan kehittäminen,5553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5553.0,0.0,0.0,0.0,0.0,0.0,0.0,-5553.0,98.12310603903994
58Parkanon kaupunkiVertaisloikka - pedagogiset taidot haltuun,7172.0,0.0,0.0,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8752.0,0.0,0.0,0.0,0.0,0.0,0.0,-8752.0,98.22326136673637
58Pälkäneen kuntaTutorina koulun arjessa ja kehittämistyössä,5183.0,0.0,0.0,0.0,263.0,106.0,0.0,0.0,0.0,0.0,0.0,5552.0,0.0,0.0,0.0,0.0,0.0,0.0,-5552.0,98.25673436970649
58Paimion kaupunkiTutoropettajien toiminta,9860.0,0.0,0.0,5648.0,2206.0,0.0,0.0,0.0,0.0,0.0,0.0,17714.0,0.0,0.0,0.0,0.0,0.0,0.0,-17714.0,94.30326422086247
58Oriveden kaupunkiOriveden tutoropettajien toiminta,16730.0,0.0,0.0,104.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,16885.0,0.0,0.0,0.0,0.0,0.0,0.0,-16885.0,98.21646861174268
58Naantalin kaupunkiTutoropettajien toiminta,22030.0,0.0,0.0,881.0,395.0,69.0,0.0,0.0,0.0,0.0,0.0,23375.0,0.0,0.0,0.0,0.0,0.0,0.0,-23375.0,98.332825339694
58Muhoksen kuntaKärkihanke 1: Muhoksen kunnan tutor-opettajien toiminta,5763.0,159.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,6356.0,0.0,0.0,0.0,0.0,0.0,0.0,-6356.0,97.34981576817937
58Merikarvian kuntaTutoropettaja toiminta Merikarvialla,4439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4439.0,3000.0,0.0,0.0,1439.0,0.0,4439.0,0.0,89.13138793936544
58Lumijoen kuntaLumijoen peruskoulun tutoropettajien toiminta,4313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4313.0,0.0,0.0,0.0,0.0,0.0,0.0,-4313.0,98.10045924078305
58Loviisan kaupunkiTutorit apuun - kahdella kielellä,15083.0,2668.0,0.0,0.0,1652.0,623.0,340.0,0.0,0.0,0.0,0.0,20366.0,0.0,0.0,0.0,0.0,0.0,0.0,-20366.0,79.20907033129379
58Liperin kuntaTutoropettaja toiminta,17677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17677.0,0.0,0.0,0.0,0.0,0.0,0.0,-17677.0,98.15838397682113
58Limingan kuntaTutoreiden toimintaspurtti,35964.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,35990.0,0.0,0.0,0.0,0.0,0.0,0.0,-35990.0,97.57736103189575
58Lieksan kaupunkiTUTOROPETTAJIEN TOIMINTA,11126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11126.0,0.0,0.0,0.0,0.0,0.0,0.0,-11126.0,98.18126669748077
58Leppävirran kuntaHanke 2 Tutor- opettajien koulutus,7701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7701.0,0.0,0.0,0.0,0.0,0.0,0.0,-7701.0,98.15397516718815
58Laukaan kuntaLaukaan tutoropettajien toiminta,41145.0,60.0,0.0,127.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,41392.0,27000.0,0.0,0.0,0.0,0.0,27000.0,-14392.0,75.54395462645702
58Lapuan kaupunkiIso ilmiö - kaikki yhdessä,25629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25629.0,0.0,0.0,0.0,0.0,0.0,0.0,-25629.0,97.99810835017955
"58Lappeenrannan kaupunkiInnostuva, uudistuva Lappeenranta - tutortoiminta",77910.0,0.0,323.0,4097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82330.0,0.0,0.0,0.0,0.0,0.0,0.0,-82330.0,89.59709555407268
58Lappajärven kuntaTutoropettajien toiminta,4080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4080.0,0.0,0.0,0.0,0.0,0.0,0.0,-4080.0,98.09580952442454
58Lapinlahden kuntaTutoropettajien toiminta opetuksen kehittämisessä,13807.0,0.0,0.0,290.0,792.0,1.0,0.0,0.0,0.0,0.0,0.0,14890.0,11500.0,0.0,0.0,0.0,0.0,11500.0,-3390.0,78.85965573445691
58Lapinjärven kuntaKoko kylän tutoropettajan toiminta,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,3000.0,0.0,0.0,0.0,0.0,3000.0,2945.0,94.78268669455346
58Kurikan kaupunkiTutoropettajat Kurikassa 2017-2018,29830.0,0.0,0.0,0.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0,30452.0,0.0,0.0,0.0,0.0,0.0,0.0,-30452.0,97.8744510032347
58Kuopion kaupunkiTutoroinnilla tulevaisuuteen,139929.0,0.0,0.0,0.0,2831.0,0.0,0.0,0.0,0.0,0.0,0.0,142760.0,0.0,0.0,0.0,0.0,0.0,0.0,-142760.0,77.6766755955191
58Kulosaaren yhteiskoulun osakeyhtiöWe can make it together,8762.0,0.0,0.0,0.0,0.0,714.0,0.0,0.0,0.0,0.0,0.0,9476.0,0.0,0.0,0.0,0.0,0.0,0.0,-9476.0,97.92920566269332
58Kuhmon kaupunkiKuhmon digitutortoiminta,12432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12432.0,0.0,0.0,0.0,0.0,0.0,0.0,-12432.0,98.18457469648654
58Kokemäen kaupunkiTutoropettajien toiminta,9604.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,9693.0,0.0,0.0,0.0,0.0,0.0,0.0,-9693.0,98.2269747866567
58Kiteen kaupunkiKiteen tutoropettajien toiminta,17886.0,8.0,0.0,0.0,89.0,6.0,0.0,0.0,0.0,0.0,0.0,17989.0,0.0,0.0,0.0,0.0,0.0,0.0,-17989.0,98.21857522154954
58Kirkkonummen kuntaTutorit - opetuksen ja oppimisen tukena Kirkkonummella,74810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74810.0,0.0,0.0,0.0,0.0,0.0,0.0,-74810.0,93.77862451148383
58Kempeleen kuntaKempeleen tutoropettajien toiminta,50703.0,0.0,0.0,126.0,324.0,2.0,0.0,0.0,0.0,0.0,0.0,51155.0,0.0,0.0,0.0,0.0,0.0,0.0,-51155.0,96.67879434249677
58Keminmaan kunta / sivistyspalvelutTutor toimii,11088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11088.0,0.0,0.0,0.0,0.0,0.0,0.0,-11088.0,98.18111177017312
58Kemin kaupunkiTutor-opettajatoiminta Kemissä (TUOKE),51793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51793.0,0.0,0.0,0.0,21000.0,0.0,21000.0,-30793.0,46.793609763816455
58Kärsämäen kuntaToimiva tutor- verkosto virtaamaan!,5134.0,0.0,0.0,273.0,213.0,64.0,0.0,0.0,0.0,0.0,0.0,5684.0,0.0,0.0,0.0,0.0,0.0,0.0,-5684.0,98.27435044236027
58Karkkilan kaupunkiTutorit koulun arjessa,20234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20234.0,0.0,0.0,0.0,0.0,0.0,0.0,-20234.0,98.12269563153896
58Kannuksen kaupunkiTutor / Kannus,9018.0,0.0,0.0,47.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,9079.0,0.0,0.0,0.0,0.0,0.0,0.0,-9079.0,98.17832251727276
58Kannonkosken kuntaKannonkosken tutoropettajien toiminta,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,-746.0,98.01561362087429
58Kankaanpään kaupunkiKankaanpään perusopetuksen OPS-tutoriopettajatoiminta,16713.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16765.0,0.0,0.0,0.0,0.0,0.0,0.0,-16765.0,98.17566753143646
58Kangasniemen kuntaTutoropettajat Kangasniemen perusopetuksessa,1283.0,0.0,0.0,0.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,1327.0,0.0,0.0,0.0,0.0,0.0,0.0,-1327.0,98.0571132917214
58Kangasalan kuntaKangasalan kunnan tutorien toimintaohjelma,52073.0,1151.0,222.0,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54698.0,0.0,0.0,0.0,0.0,0.0,0.0,-54698.0,79.20853705999687
58Nivalan kaupunkiTutorit innostamaan Nivalan opettajia,12489.0,5631.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,18276.0,0.0,0.0,0.0,0.0,0.0,0.0,-18276.0,78.64605766879647
"58Alajärven kaupunki, SivistyslautakuntaYhdessä hyvä tulee",27120.0,0.0,0.0,54.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,27765.0,0.0,0.0,0.0,0.0,0.0,0.0,-27765.0,98.00174947487683
58Alavieskan kuntaTaitavana tutorina Alavieskan yhteinäiskoulussa,4821.0,0.0,0.0,0.0,911.0,0.0,0.0,0.0,0.0,0.0,0.0,5732.0,4000.0,0.0,0.0,0.0,0.0,4000.0,-1732.0,91.51128371945943
58Alavuden kaupunkiTutoropettajien toiminta,38382.0,0.0,0.0,154.0,75.0,43.0,0.0,0.0,0.0,0.0,0.0,38654.0,0.0,0.0,0.0,0.0,0.0,0.0,-38654.0,97.51752946163029
58Apollon Yhteiskoulun Kannatusyhdistys ryTutoropettajien toiminta Apollossa,5124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5124.0,0.0,0.0,0.0,0.0,0.0,0.0,-5124.0,98.1156706985759
58Asikkalan kuntaTutoropettajien toiminta,4398.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4415.0,0.0,0.0,0.0,9500.0,0.0,9500.0,5085.0,54.944533545558194
58Jämsän kaupunkiJämsän DigiOpet 2.0 - yhdessä oppien,11104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11104.0,9200.0,0.0,0.0,0.0,0.0,9200.0,-1904.0,78.97303532536455
58Jyväskylän kaupunkiJyväskylän tutoropettajien toiminta,199790.0,624.0,0.0,0.0,2475.0,253.0,0.0,0.0,0.0,0.0,0.0,203142.0,0.0,0.0,0.0,0.0,0.0,0.0,-203142.0,75.27882783232754
58Juuan kuntaTutoreista digitukea,6730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6730.0,0.0,0.0,0.0,0.0,0.0,0.0,-6730.0,98.14133385688271
58Askolan kuntaTutorista tukea opettajalle,7464.0,0.0,0.0,3232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10696.0,8500.0,0.0,0.0,0.0,0.0,8500.0,-2196.0,79.07514988343273
58Joutsan kuntaDigitutoropettajan toiminta Joutsan kunnassa,5296.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,5329.0,0.0,0.0,0.0,0.0,0.0,0.0,-5329.0,98.14095607324772
58Joensuun kaupunkiTutoropettajien toiminta / Joensuun kaupunki,75338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75338.0,0.0,0.0,0.0,0.0,0.0,0.0,-75338.0,93.70317056124311
