unique,personnel-costs-row.amount,material-costs-row.amount,rent-costs-row.amount,service-purchase-costs-row.amount,steamship-costs-row.amount,other-costs-row.amount,equipment-costs-row.amount,coordination-costs-row.amount,other-costs-row-2.amount,personnel-costs-row.amount-18,material-costs-row.amount-18,menotamount,project-incomes-row.amount,own-income-row.amount,eu-programs-income-row.amount,other-public-financing-income-row.amount,private-financing-income-row.amount,tulotamount,summaamount,SummienTodennakoisyys
11HY+ OyTunnista hyvä – Kotitalousopetus ja erityisen tuen tarvitsijat,58346.0,0.0,1248.0,2568.0,995.0,5180.0,0.0,0.0,0.0,0.0,0.0,68337.0,0.0,0.0,0.0,0.0,0.0,0.0,-68337.0,79.38129934436445
11Diakonia-ammattikorkeakoulu Oy (Diak)Kulttuurien ja uskontojen välinen vuorovaikutus oppilaitoksissa (5op),22786.0,0.0,4000.0,3468.0,885.0,0.0,0.0,0.0,0.0,0.0,0.0,31139.0,0.0,0.0,0.0,0.0,0.0,0.0,-31139.0,78.34464060251756
11TaideyliopistoDigitarina laaja-alaisen osaamisen ja monilukutaidon välineenä,55681.0,632.0,0.0,4165.0,1851.0,0.0,0.0,0.0,0.0,0.0,0.0,62329.0,0.0,0.0,0.0,0.0,0.0,0.0,-62329.0,85.34666221902003
"11Turun yliopisto (Opettajankoulutuslaitos, Rauman yksikkö)Rohkaisua ja menetelmiä 6. luokan ruotsin kielen opetukseen ",14888.0,1536.0,543.0,1721.0,1515.0,0.0,0.0,0.0,0.0,0.0,0.0,20203.0,0.0,0.0,0.0,0.0,0.0,0.0,-20203.0,79.37542793871285
11Itä-Suomen yliopistoTaitoja tulevaan elämään,38983.0,49.0,3175.0,7895.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,50210.0,0.0,0.0,0.0,0.0,0.0,0.0,-50210.0,78.83868248975155
11Metropolia Ammattikorkeakoulu OySÄPE - Säveltämisen pedagogiikan koulutus- ja kehittämishanke,65082.0,2303.0,0.0,3372.0,4959.0,0.0,0.0,0.0,0.0,0.0,0.0,75716.0,0.0,0.0,0.0,0.0,0.0,0.0,-75716.0,79.04175834777224
11Bildningsalliansen rfFri bildning-Dela och Lär,14050.0,0.0,3557.0,25115.0,2150.0,2000.0,0.0,0.0,0.0,0.0,0.0,46872.0,0.0,0.0,0.0,0.0,0.0,0.0,-46872.0,78.55708562726569
11Tampereen yliopistoOmin sanoin - kielentäminen matematiikassa ja äidinkielessä  (4 op),23260.0,182.0,1582.0,1151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26175.0,0.0,0.0,0.0,0.0,0.0,0.0,-26175.0,79.1723059021089
"11Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaAtt bemöta, motivera och undervisa elever med behov av särskilt stöd",25786.0,225.0,5115.0,9388.0,4578.0,0.0,0.0,0.0,0.0,0.0,0.0,45092.0,0.0,0.0,0.0,0.0,0.0,0.0,-45092.0,78.00284323321776
11Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaDigiPrep - Inspirera till pedagogisk digital kompetens,43506.0,1053.0,2240.0,4300.0,3680.0,224.0,0.0,0.0,0.0,0.0,0.0,55003.0,0.0,0.0,0.0,0.0,0.0,0.0,-55003.0,79.52787917081059
11Hämeen ammattikorkeakoulu OyKoodausta kouluarkeen,35818.0,0.0,0.0,0.0,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,37374.0,0.0,0.0,0.0,0.0,0.0,0.0,-37374.0,96.06418988453852
"11Lapin yliopisto, Koulutus- ja kehittämispalvelutEkaloikka",18371.0,326.0,3846.0,24917.0,2179.0,421.0,0.0,0.0,0.0,0.0,0.0,50060.0,0.0,0.0,0.0,0.0,0.0,0.0,-50060.0,78.47532816310544
"11Oulun yliopisto, Täydentävien opintojen keskus (TOPIK)Askelmerkit digiloikkaan",63300.0,0.0,0.0,1883.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,65525.0,0.0,0.0,0.0,0.0,0.0,0.0,-65525.0,95.36592450883809
"11Oulun yliopisto, Täydentävien opintojen keskusJohtamisen taitoja - Itsensä johtamista ja hyviä käytänteitä arkeen",50829.0,61.0,0.0,17326.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,68379.0,0.0,0.0,0.0,0.0,0.0,0.0,-68379.0,83.00340171684037
"11Oulun yliopisto, Täydentävien opintojen keskusTeknologiataidoista laaja-alaista osaamista varhaiskasvatukseen",45582.0,223.0,0.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46511.0,0.0,0.0,0.0,0.0,0.0,0.0,-46511.0,95.89517992560499
"11Innokas-verkosto, Helsingin yliopiston opettajankoulutuslaitosOhjelmoinnin opettajaksi MOOC-verkkokurssilla",78008.0,0.0,0.0,9793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87801.0,0.0,0.0,0.0,0.0,0.0,0.0,-87801.0,89.81922619970541
"11Jyväskylän yliopisto, Kokkolan yliopistokeskus ChydeniusValmentava ja osallistava johtaminen -verkostohanke",26900.0,48.0,1553.0,18788.0,2828.0,0.0,0.0,0.0,0.0,0.0,0.0,50117.0,0.0,0.0,0.0,0.0,0.0,0.0,-50117.0,79.45161404475996
11Lappeenrannan kaupunki/Saimaan mediakeskusOHO - Opetussuunnitelman haasteet opettajille,33700.0,226.0,0.0,14503.0,1763.0,0.0,0.0,0.0,0.0,0.0,0.0,50192.0,0.0,0.0,0.0,0.0,0.0,0.0,-50192.0,88.40592840788257
11Lapin yliopisto / Koulutus- ja kehittämispalvelutVastuullisesti ja turvallisesti digiajassa,11979.0,0.0,327.0,10617.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,23006.0,0.0,0.0,0.0,0.0,0.0,0.0,-23006.0,89.58348061559198
11HY+ OyUudet ja sähköiset arviointikäytännöt,25257.0,0.0,4167.0,10206.0,298.0,2369.0,0.0,0.0,0.0,0.0,0.0,42297.0,0.0,0.0,0.0,0.0,0.0,0.0,-42297.0,78.25760401780362
"11Jyväskylän yliopisto, Kokkolan yliopistokeskus ChydeniusMinustako rehtori",96449.0,657.0,7779.0,6888.0,4059.0,502.0,0.0,0.0,0.0,0.0,0.0,116334.0,0.0,0.0,0.0,0.0,0.0,0.0,-116334.0,74.52029979239464
11HY+ OySovitteleva ja restoratiivinen oppimisyhteisö - menetelmiä koulurauhan edistämiseen ja kohtaamisen kulttuuriin,28470.0,0.0,3695.0,10890.0,109.0,2183.0,0.0,0.0,0.0,0.0,0.0,45347.0,0.0,0.0,0.0,0.0,0.0,0.0,-45347.0,78.55270047840897
11HY+ Oy Voimaa ohjaukseen ja opetukseen!,32427.0,83.0,2585.0,8144.0,0.0,3179.0,0.0,0.0,0.0,0.0,0.0,46418.0,0.0,0.0,0.0,0.0,0.0,0.0,-46418.0,79.09665240496376
"11Jyväskylän ammattikorkeakoulu, Ammatillinen opettajakorkeakouluMoninaisuuden kohtaaminen ja johtaminen",41268.0,269.0,2461.0,1318.0,4278.0,0.0,0.0,0.0,0.0,0.0,0.0,49594.0,0.0,0.0,0.0,0.0,0.0,0.0,-49594.0,79.26427966506643
"11Helsingin yliopisto, OpettajankoulutuslaitosVatti K. Vaativa erityinen tuki kehittyy",36684.0,63.0,1894.0,5544.0,2697.0,3500.0,0.0,0.0,0.0,0.0,0.0,50382.0,0.0,0.0,0.0,0.0,0.0,0.0,-50382.0,79.56408710878607
11Niilo Mäki InstituuttiYhteispeli - hyvinvointia ja taitoja koko koululle ,60074.0,2386.0,11196.0,2721.0,14962.0,1357.0,0.0,0.0,0.0,0.0,0.0,92696.0,0.0,0.0,0.0,0.0,0.0,0.0,-92696.0,66.20556636687293
11Pesäpuu rySisukkaasti koulutiellä - sijoitetun lapsen monialainen tuki,7500.0,950.0,2300.0,27161.0,3940.0,0.0,0.0,0.0,0.0,0.0,0.0,41851.0,0.0,0.0,0.0,0.0,0.0,0.0,-41851.0,78.82388921506197
11Tampereen kesäyliopistoyhdistys ryValmiuksia ja osaamista valmistavaan opetukseen,22770.0,0.0,5459.0,0.0,520.0,2610.0,0.0,0.0,0.0,0.0,0.0,31359.0,0.0,0.0,0.0,0.0,0.0,0.0,-31359.0,76.78253858258576
11Tampereen yliopistoTavoitteena kestävästi monikulttuurinen ja moniarvoinen koulu (18op),21205.0,2486.0,736.0,4696.0,746.0,1724.0,0.0,0.0,0.0,0.0,0.0,31593.0,0.0,0.0,0.0,0.0,0.0,0.0,-31593.0,79.43601245605957
11Turun ammattikorkeakoulu OyRatkaisukeskeinen toimintatapa turvallisuusosaamisen edistäjänä kouluyhteisössä,22065.0,0.0,750.0,509.0,436.0,250.0,0.0,0.0,0.0,0.0,0.0,24010.0,0.0,0.0,0.0,0.0,0.0,0.0,-24010.0,79.259807760325
"11Hämeen ammattikorkeakoulu OyMestariainesta! Näyttötutkintomestariksi HAMKista, Näyttötutkintomestarin koulutusohjelma 25 op",94534.0,724.0,0.0,1784.0,2321.0,8041.0,0.0,0.0,0.0,0.0,0.0,107404.0,0.0,0.0,0.0,0.0,0.0,0.0,-107404.0,78.8769737046358
11Hämeen ammattikorkeakoulu OyTUTKESTA toimintaan II,84163.0,117.0,0.0,2026.0,2478.0,206.0,0.0,0.0,0.0,0.0,0.0,88990.0,0.0,0.0,0.0,0.0,0.0,0.0,-88990.0,88.5183542963461
11HY+ OyYhdenvertainen seksuaalikasvatus opetus- ja ohjaustyössä 8op,52164.0,0.0,0.0,1280.0,0.0,3829.0,0.0,0.0,0.0,0.0,0.0,57273.0,0.0,0.0,0.0,0.0,0.0,0.0,-57273.0,84.05147611474928
"11Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluNäyttötutkintomestarikoulutus",82524.0,5715.0,620.0,5798.0,5343.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,78.85434655484534
11Hämeen ammattikorkeakoulu OyErityisen tuen ja ohjauksen osaajaksi    ,55969.0,0.0,551.0,1989.0,2394.0,43.0,0.0,0.0,0.0,0.0,0.0,60946.0,0.0,0.0,0.0,0.0,0.0,0.0,-60946.0,80.66953834024044
"11Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluKohti digitaalista opettajuutta",73592.0,0.0,5478.0,1007.0,2653.0,0.0,0.0,0.0,0.0,0.0,0.0,82730.0,0.0,0.0,0.0,0.0,0.0,0.0,-82730.0,77.15450599456027
"11Laurea-ammattikorkeakoulu OyLETET - Lähihoitajan ennakoiva turvallisuus-, ergonomia- ja työhyvinvointiosaaminen",63273.0,21.0,0.0,5287.0,1298.0,0.0,0.0,0.0,0.0,0.0,0.0,69879.0,0.0,0.0,0.0,0.0,0.0,0.0,-69879.0,94.38897514749446
"11Oulun Ammattikorkeakoulu Oy, Ammatillinen opettajakorkeakouluOsaOppi IV - Yhteisöllinen ohjaus ja digiosaamismerkit",69042.0,1885.0,3157.0,0.0,913.0,3.0,0.0,0.0,0.0,0.0,0.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,-75000.0,78.74297898017763
11Oulun ammattikorkeakoulu Oy/Ammatillinen opettajakorkeakouluKEHTO – kehitämme toimintaa!,46418.0,1217.0,4141.0,12650.0,3649.0,1925.0,0.0,0.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,-70000.0,78.9155547456969
11Hämeen ammattikorkeakoulu OyHenkilökohtaista,29200.0,0.0,0.0,434.0,1945.0,206.0,0.0,0.0,0.0,0.0,0.0,31785.0,0.0,0.0,0.0,0.0,0.0,0.0,-31785.0,95.36110150269697
11Metropolia Ammattikorkeakoulu OyDigiosaaminen haltuun ammatillisessa koulutuksessa,35605.0,0.0,0.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36012.0,0.0,0.0,0.0,0.0,0.0,0.0,-36012.0,97.65210351268479
"11Turun yliopistoSCHOLAE FUTURUM - digitaalinen oppiminen, oppimisympäristöt ja toimintakulttuuri tulevaisuuden lukiossa",43640.0,0.0,2688.0,0.0,504.0,238.0,0.0,0.0,0.0,0.0,0.0,47070.0,0.0,0.0,0.0,0.0,0.0,0.0,-47070.0,78.91642678367528
11Oulun ammattikorkeakoulu Oy/Ammatillinen opettajakorkeakouluTyöelämäpedagogiikka,57857.0,765.0,4547.0,4285.0,4242.0,804.0,0.0,0.0,0.0,0.0,0.0,72500.0,0.0,0.0,0.0,0.0,0.0,0.0,-72500.0,78.42287883039785
11Metropolia Ammattikorkeakoulu OyDigimarkkinointiosaamista ammatilliseen koulutukseen,24298.0,0.0,0.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24905.0,0.0,0.0,0.0,0.0,0.0,0.0,-24905.0,98.11056686008006
11HY+ AbDe otroliga åren – att stöda barnets emotionella och sociala kompetens,27665.0,618.0,2663.0,8990.0,684.0,2615.0,0.0,0.0,0.0,0.0,0.0,43235.0,40000.0,0.0,0.0,0.0,0.0,40000.0,-3235.0,69.54724789255111
"11Jyväskylän yliopisto, Kokkolan yliopistokeskus ChydeniusPäivitetään Porukalla! Osaavista opettajista Group Trainereiksi",40266.0,712.0,2452.0,452.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,44632.0,0.0,0.0,0.0,0.0,0.0,0.0,-44632.0,79.12732211318881
11Metropolia Ammattikorkeakoulu OyDigiSoTeOpe - Sosiaali- ja terveysalan opettajien täydennyskoulutus (10 op),57961.0,382.0,0.0,1681.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,60065.0,0.0,0.0,0.0,0.0,0.0,0.0,-60065.0,92.40943460539731
25Kesälukioseura ryKesälukiotoiminta ,98304.0,5829.0,0.0,99840.0,3980.0,12723.0,0.0,0.0,0.0,0.0,0.0,220676.0,73574.0,0.0,0.0,0.0,0.0,73574.0,-147102.0,37.761347803476646
25Confido - Pohjanmaan kristillinen kasvatusKouluPlus Vaasa - kerho- ja harrastetoiminnan kehittäminen,8925.0,293.0,0.0,0.0,670.0,120.0,718.0,0.0,0.0,0.0,0.0,10726.0,0.0,0.0,0.0,0.0,2000.0,2000.0,-8726.0,59.44152262985034
25Agape-keskus ry / Suur-Helsingin kristillinen kouluKouluPlus Suur-Helsingin kristillisen koulun kerhotoiminnan kehittämishanke,4566.0,1728.0,0.0,0.0,180.0,0.0,1994.0,0.0,0.0,0.0,0.0,8468.0,0.0,0.0,0.0,0.0,800.0,800.0,-7668.0,76.10943853118796
25Filosofian ja elämänkatsomustiedon opettajat  Feto ryIPO Filosofiaolympialaiset (International Philosophy Olympiad),9424.0,94.0,0.0,0.0,5040.0,1642.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0,0.0,0.0,0.0,0.0,0.0,-16200.0,78.6729622111695
25Suomen leirikouluyhdistys - Lägerskolföreningen i Finland ryUlos luokasta! Leirikoululähettiläs,5400.0,0.0,1200.0,850.0,2090.0,9280.0,0.0,0.0,0.0,0.0,0.0,18820.0,0.0,0.0,0.0,0.0,1500.0,1500.0,-17320.0,68.3153489115598
25Suomen Ympäristökasvatuksen Seura ryVihreä lippu -ympäristöohjelma,93844.0,6557.0,6244.0,12711.0,1416.0,11141.0,0.0,0.0,0.0,0.0,0.0,131913.0,62463.0,0.0,0.0,31975.0,11000.0,105438.0,-26475.0,46.824928912689906
"25Suomen Vanhempainliitto ry, Finlands Föräldraförbund rfKodin ja päiväkodin / koulun yhteistyön kehittäminen varhaiskasvatuksessa ja koulutuksessa / järjestöille myönnettävät avustukset",358287.0,0.0,0.0,0.0,0.0,187948.0,0.0,0.0,0.0,0.0,0.0,546235.0,0.0,0.0,0.0,432000.0,19847.0,451847.0,-94388.0,-7.827257447088423
25Oulun kristillinen kasvatus ry.KouluPlus - kristillisten koulujen kerho- ja harrastetoiminnan kehittämishanke ,16584.0,898.0,2500.0,0.0,985.0,1023.0,0.0,0.0,0.0,0.0,0.0,21990.0,6495.0,0.0,0.0,0.0,2995.0,9490.0,-12500.0,47.03993429643551
25Porin Kristillisen koulun kannatusyhdistys ryKouluPlus Porissa - Kristillisten koulujen kerho- ja harrastetoiminnan kehittämishanke,9155.0,489.0,0.0,120.0,302.0,1146.0,422.0,0.0,0.0,0.0,0.0,11634.0,0.0,0.0,0.0,0.0,0.0,0.0,-11634.0,86.20243195827582
25Biologian ja maantieteen opettajien liitto BMOL ry.Lukiolaisten kansalliset biologian ja maantieteen kokeet sekä kansainvälinen olympiatoiminta,13898.0,0.0,0.0,0.0,19066.0,7557.0,0.0,0.0,0.0,0.0,0.0,40521.0,0.0,0.0,0.0,3521.0,0.0,3521.0,-37000.0,64.11270697269113
25Suomi-Seura rySuomi-koulujen toiminta,24250.0,1500.0,3000.0,1000.0,0.0,560250.0,0.0,0.0,0.0,0.0,0.0,590000.0,0.0,0.0,0.0,0.0,0.0,0.0,-590000.0,-102.18648732199004
25Matemaattisten Aineiden Opettajien Liitto MAOL ryNeljän tieteen kilpailut ja tiedeolympialaiset,31823.0,1531.0,5468.0,5379.0,70600.0,7481.0,3533.0,0.0,0.0,0.0,0.0,125815.0,0.0,0.0,0.0,0.0,49015.0,49015.0,-76800.0,39.72084578325751
25Jyväskylän kristillisen koulun yhdistys ryKerhotoiminta kukoistamaan,7982.0,1666.0,156.0,3125.0,1931.0,0.0,190.0,0.0,0.0,0.0,0.0,15050.0,1385.0,0.0,0.0,0.0,0.0,1385.0,-13665.0,79.35355315330953
25Suomi-Saksa Yhdistysten Liitto ryOppilasvaihto Suomi - Saksa - Suomi,17422.0,692.0,1290.0,99.0,1769.0,2404.0,0.0,0.0,0.0,0.0,0.0,23676.0,16975.0,0.0,0.0,2000.0,3360.0,22335.0,-1341.0,47.10190469165085
25AFS Intercultural Finland ry.Kansainvälinen vaihto-oppilasohjelma,0.0,0.0,0.0,0.0,0.0,19750.0,0.0,0.0,0.0,0.0,0.0,19750.0,0.0,0.0,0.0,0.0,15250.0,15250.0,-4500.0,45.79336632175801
"25Espoon kristillisen koulun kannatusyhdistys ryKouluPlus Espoossa – tiedettä, taidetta, toimintaa",17647.0,0.0,0.0,0.0,1506.0,150.0,0.0,0.0,0.0,0.0,0.0,19303.0,0.0,0.0,0.0,1303.0,0.0,1303.0,-18000.0,93.35630670416953
25Kuopion kristillinen yhtenäiskouluKukrin kerhohanke 2,9265.0,469.0,1425.0,0.0,161.0,895.0,1110.0,0.0,0.0,0.0,0.0,13325.0,0.0,0.0,0.0,0.0,0.0,0.0,-13325.0,79.11118263734983
25Svenska folkskolans vänner rf.Nomadskolan,6696.0,775.0,4000.0,636.0,0.0,45.0,323.0,0.0,0.0,0.0,0.0,12475.0,15000.0,0.0,0.0,0.0,0.0,15000.0,2525.0,76.9128668856206
25Förbundet Hem och Skola i Finland rfAllmänt verksamhetsbidrag,299324.0,19282.0,28957.0,34018.0,18730.0,150098.0,0.0,0.0,0.0,0.0,0.0,550409.0,56791.0,0.0,0.0,304000.0,175518.0,536309.0,-14100.0,5.935589971057061
25KansanvalistusseuraEtäkoulu Kulkuri,292178.0,27932.0,2881.0,20299.0,481.0,1587.0,377.0,0.0,0.0,0.0,0.0,345735.0,155298.0,0.0,0.0,0.0,0.0,155298.0,-190437.0,37.183016958998635
25Kehittämiskeskus Opinkirjo ryPeruskoulun oppilaskuntatoiminnan tukeminen ja Tutki-Kokeile-kehitä-toiminta,46479.0,1145.0,1381.0,0.0,3021.0,10421.0,0.0,0.0,0.0,0.0,0.0,62447.0,0.0,0.0,0.0,3338.0,0.0,3338.0,-59109.0,76.75114511613238
"25Suomen lasten ja nuorten kuvataidekoulujen liitto ryTaiteen perusopetuksen koulutus- ja tiedotustoiminta, pedagoginen ja muu kehittämistyö",35410.0,1618.0,5916.0,19979.0,2581.0,3410.0,463.0,0.0,0.0,0.0,0.0,69377.0,20877.0,0.0,0.0,17448.0,2300.0,40625.0,-28752.0,46.85464090168272
25Lahden seudun kristillisen koulun kannatusyhdistys ryKouluPlus,12035.0,93.0,0.0,3220.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,16041.0,0.0,0.0,0.0,0.0,0.0,0.0,-16041.0,98.21700896555446
25Suomen Youth For Understanding rySuomalaisten vaihto-oppilaiden apurahat,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,-4500.0,81.57498946890611
25Lappeenrannan kristillinen kasvatus ry / Lappeenrannan kristillinen kouluKouluPlus Lappeenranta - Kristillisten koulujen kerho- ja harrastetoiminnan kehittämishanke,8575.0,140.0,1276.0,0.0,0.0,875.0,0.0,0.0,0.0,0.0,0.0,10866.0,0.0,0.0,0.0,0.0,5560.0,5560.0,-5306.0,46.915604499191446
25Suomen Adventtikirkko/KoulutoimiKouluPlus -Kristillisten koulujen kerho- ja harrastetoiminnan kehittämishanke ,11881.0,22395.0,3739.0,12501.0,4319.0,1023.0,3989.0,0.0,0.0,0.0,0.0,59847.0,0.0,0.0,0.0,0.0,0.0,0.0,-59847.0,70.16384643982006
25Keski-Uudenmaan kristillinen kouluKouluPlus,9992.0,2978.0,0.0,30.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,13649.0,0.0,0.0,0.0,0.0,1050.0,1050.0,-12599.0,73.83017516694802
28Haapajärven kaupunkiTubeta Tiedettä - luonnontieteiden ilmiöt esityksiksi,13316.0,9740.0,0.0,1361.0,1940.0,2300.0,14408.0,0.0,0.0,0.0,0.0,43065.0,0.0,0.0,0.0,0.0,0.0,0.0,-43065.0,73.49517101348634
28Vantaan kaupunkiTulevaisuuden oppimistila - digioppimisen Living Lab,22256.0,10987.0,0.0,3083.0,0.0,3628.0,0.0,0.0,0.0,0.0,0.0,39954.0,0.0,0.0,0.0,0.0,0.0,0.0,-39954.0,77.05786383880074
28Järvenpään kaupunkiMeidän koulu muotoilee,43214.0,10746.0,0.0,29881.0,1321.0,0.0,6721.0,0.0,0.0,0.0,0.0,91883.0,0.0,0.0,0.0,0.0,0.0,0.0,-91883.0,76.60775693421753
28Savonlinnan kaupunkiVoit(olla) paras oppija! ,19258.0,14617.0,0.0,4094.0,3707.0,0.0,19367.0,0.0,0.0,0.0,0.0,61043.0,0.0,0.0,0.0,0.0,0.0,0.0,-61043.0,67.8392876034955
28Espoon kaupunkiSuomi 100 - Joustava polku korkea-asteelle hyvillä opiskeluvalmiuksilla,53899.0,27386.0,0.0,18243.0,0.0,4754.0,0.0,0.0,0.0,0.0,0.0,104282.0,0.0,0.0,0.0,0.0,0.0,0.0,-104282.0,63.485267102439195
28Joroisten kuntaFrisbaa - Luonnontieteitä ja tietotekniikka liikunnallisesti frisbeegolfin avulla ,37441.0,5024.0,0.0,5126.0,3266.0,281.0,11026.0,0.0,0.0,0.0,0.0,62164.0,0.0,0.0,0.0,0.0,0.0,0.0,-62164.0,76.85567710068726
28Joensuun kaupunkiLukion pedagogiikkaa uudistamaan (LUPU),41854.0,253.0,0.0,6145.0,2497.0,0.0,354.0,0.0,0.0,0.0,0.0,51103.0,0.0,0.0,0.0,0.0,0.0,0.0,-51103.0,89.3221988065996
28Sibbo kommun Främjande av ny verksamhetskultur i gymnasieutbildningen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515
28Lovisa stad/Lovisa GymnasiumModerna inlärningsmiljöer i Lovisa Gymnasium,84.0,23177.0,0.0,0.0,0.0,0.0,689.0,0.0,0.0,0.0,0.0,23950.0,0.0,0.0,0.0,0.0,0.0,0.0,-23950.0,68.03614173672415
"28Vanda stad, bildningsväsendetLearning by sharing",9837.0,0.0,0.0,1602.0,12751.0,0.0,19901.0,0.0,0.0,0.0,0.0,44091.0,30400.0,0.0,0.0,13691.0,0.0,44091.0,0.0,46.624051084685874
"28Joensuun normaalikoulu, Itä-Suomen yliopistoKoe ja kokeile",22882.0,0.0,0.0,64730.0,2612.0,21604.0,17798.0,0.0,0.0,0.0,0.0,129626.0,0.0,0.0,0.0,0.0,0.0,0.0,-129626.0,66.5045841846337
28Kuopion kaupunkiUudet oppimisen arviointitavat ja oppimispolut lukiosta yliopistoon,155887.0,1013.0,0.0,21856.0,2736.0,0.0,16263.0,0.0,0.0,0.0,0.0,197755.0,0.0,0.0,0.0,0.0,0.0,0.0,-197755.0,71.45691154078693
"28Turun kaupunki, sivistystoimialaYtimessä ydintaidot",65239.0,6554.0,0.0,24297.0,8436.0,377.0,16231.0,0.0,0.0,0.0,0.0,121134.0,907.0,0.0,0.0,0.0,0.0,907.0,-120227.0,72.28873975197509
28Vantaan kaupunkiKulttuuritili eli Kultsi,36800.0,0.0,0.0,3199.0,0.0,1200.0,13601.0,0.0,0.0,0.0,0.0,54800.0,0.0,0.0,0.0,0.0,0.0,0.0,-54800.0,74.53951098928827
28Viipurin Reaalikoulu oyLuova lukio - innovatiivisen oppimisen yhteisö,30000.0,1000.0,0.0,4000.0,1145.0,1500.0,25000.0,0.0,0.0,0.0,0.0,62645.0,0.0,0.0,0.0,0.0,0.0,0.0,-62645.0,62.21197523870825
"28Pedersöre kommun, Pedersöre gymmasiumDet gränslösa gymnasiet",0.0,1888.0,0.0,16829.0,3466.0,4601.0,12443.0,0.0,0.0,0.0,0.0,39227.0,0.0,0.0,0.0,0.0,0.0,0.0,-39227.0,75.69224835531924
28Laukaan kunta/Laukaan lukioLAUKAA VIISAS,18994.0,1852.0,0.0,815.0,1894.0,308.0,15438.0,0.0,0.0,0.0,0.0,39301.0,0.0,0.0,0.0,0.0,0.0,0.0,-39301.0,73.26259811862893
28Otavan Opisto / Mikkelin kaupunkiOppikamu - Vertaisoppimisen tukeminen verkossa,46773.0,41.0,1628.0,2544.0,3188.0,0.0,3667.0,0.0,0.0,0.0,0.0,57841.0,0.0,0.0,0.0,0.0,0.0,0.0,-57841.0,79.26573918998464
28Jyväskylän koulutuskuntayhtymä / lukiokoulutus liikelaitoseBIG - Oma polku mahtavassa lukiossa,71937.0,19077.0,0.0,27463.0,9809.0,3424.0,9977.0,0.0,0.0,0.0,0.0,141687.0,0.0,0.0,0.0,0.0,0.0,0.0,-141687.0,70.65147729033674
28Lappeenrannan kaupunki/Saimaan mediakeskusLukion pedagogiikkaa uudistamaan (LUPU),60944.0,0.0,0.0,8919.0,6818.0,0.0,2517.0,0.0,0.0,0.0,0.0,79198.0,0.0,0.0,0.0,0.0,0.0,0.0,-79198.0,78.56219128118352
28Savitaipaleen kuntaVirtaa Kuolimosta,17228.0,600.0,0.0,3119.0,4947.0,39.0,0.0,0.0,0.0,0.0,0.0,25933.0,0.0,0.0,0.0,0.0,0.0,0.0,-25933.0,78.90522462182165
"28Tampereen yliopiston normaalikoulu, lukioRikotaan rajoja, muutetaan tapoja",7230.0,2700.0,1000.0,5000.0,1357.0,1485.0,6698.0,0.0,0.0,0.0,0.0,25470.0,0.0,0.0,0.0,0.0,0.0,0.0,-25470.0,78.53584050397738
28Staden JakobstadInspire Innovation Lab,70272.0,3188.0,0.0,338.0,2716.0,143.0,11492.0,0.0,0.0,0.0,0.0,88149.0,0.0,0.0,0.0,0.0,0.0,0.0,-88149.0,76.36570776782888
28Ylivieskan kaupunkiJokiranta 360,14807.0,0.0,0.0,4563.0,3366.0,8.0,11705.0,0.0,0.0,0.0,0.0,34449.0,0.0,0.0,0.0,0.0,0.0,0.0,-34449.0,75.92759353928028
28Kaurialan lukio / Lukioliikelaitos TavastiaMe Muuttajat - uusi tapa toimia,61900.0,5988.0,596.0,27428.0,4523.0,1070.0,60001.0,0.0,0.0,0.0,0.0,161506.0,0.0,0.0,0.0,0.0,0.0,0.0,-161506.0,41.04112701672073
