Unnamed: 0,personnel-costs-row.amount,material-costs-row.amount,rent-costs-row.amount,service-purchase-costs-row.amount,steamship-costs-row.amount,other-costs-row.amount,equipment-costs-row.amount,coordination-costs-row.amount,other-costs-row-2.amount,personnel-costs-row.amount-18,material-costs-row.amount-18,menotamount,project-incomes-row.amount,own-income-row.amount,eu-programs-income-row.amount,other-public-financing-income-row.amount,private-financing-income-row.amount,tulotamount,summaamount,SummienTodennakoisyys,radioButton-good-practices,organization_name,project_name,ei-tuotos-tyyppia,henkiloestoeliikkuvuudet-lkm,julkaisut,kasikirja,koulutus,muu-tuotos,ohjelma,opiskelijaliikkuvuudet-lkm,raportti,selvitys,tapahtuma,toimintamalli,tutkimus,verkkosivut,min,max,std,mean,sum,haku_id,osa_alue_id,osa_alue_nimi,poikkeavuus
57Myrskylän kuntaTutoropettajien koulutus ja osaamisen kehittäminen,400.0,100.0,0.0,690.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.0,0.0,0.0,0.0,0.0,0.0,0.0,-1387.0,97.95495488244906,0,Myrskylän kunta,Tutoropettajien koulutus ja osaamisen kehittäminen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.2886751345948129,0.16666666666666666,1.0,57,2,02 Esi- ja perusopetus,231.22977763866828
57Naantalin kaupunkiTutoropettajien koulutus,6608.0,0.0,0.0,298.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,7030.0,0.0,0.0,0.0,0.0,0.0,0.0,-7030.0,98.25019633676484,0,Naantalin kaupunki,Tutoropettajien koulutus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.37859388972001823,0.4333333333333333,1.0,57,2,02 Esi- ja perusopetus,230.39080556185388
57Raaseporin kaupunkiRaaseporin Into,0.0,82.0,0.0,15046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15128.0,0.0,0.0,0.0,10300.0,0.0,10300.0,-4828.0,50.16456233819961,0,Raaseporin kaupunki,Raaseporin Into,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57,2,02 Esi- ja perusopetus,230.82541147341567
57Nivalan kaupunkiTutorkoulutus Nivala,3372.0,0.0,0.0,3811.0,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,8295.0,0.0,0.0,0.0,0.0,0.0,0.0,-8295.0,97.50153988280792,0,Nivalan kaupunki,Tutorkoulutus Nivala,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.1,2.0,57,2,02 Esi- ja perusopetus,231.22256465558723
57Nurmeksen kaupunki Kärkihanke 1 - hakuryhmä 1: Tutoropettajien koulutus ja osaamisen kehittäminen,2483.0,69.0,0.0,1965.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,4757.0,0.0,0.0,0.0,0.0,0.0,0.0,-4757.0,98.21339284326444,0,Nurmeksen kaupunki ,Kärkihanke 1 - hakuryhmä 1: Tutoropettajien koulutus ja osaamisen kehittäminen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,57,2,02 Esi- ja perusopetus,230.89824212616148
57Nurmijärven kuntaPedagogiset tiimit koulua kehittämässä,14775.0,181.0,385.0,5320.0,629.0,9815.0,0.0,0.0,0.0,0.0,0.0,31105.0,0.0,0.0,0.0,0.0,0.0,0.0,-31105.0,79.31302375194703,0,Nurmijärven kunta,Pedagogiset tiimit koulua kehittämässä,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.1414213562373095,0.45,2.0,57,2,02 Esi- ja perusopetus,230.32761690088165
57Oriveden kaupunkiOriveden ja Pirkanmaan tutoropettajien koulutus ,1312.0,77.0,0.0,2660.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,4481.0,0.0,0.0,0.0,0.0,0.0,0.0,-4481.0,98.15532197490973,0,Oriveden kaupunki,Oriveden ja Pirkanmaan tutoropettajien koulutus ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.2,0.4,0.0,0.0,4.0,57,2,02 Esi- ja perusopetus,229.94869540611387
57Porvoon kaupunkiTutoropettajien koulutus ja osaamisen kehittäminen,503.0,0.0,0.0,26127.0,0.0,1520.0,0.0,0.0,0.0,0.0,0.0,28150.0,0.0,0.0,0.0,0.0,0.0,0.0,-28150.0,78.39158852544735,0,Porvoon kaupunki,Tutoropettajien koulutus ja osaamisen kehittäminen,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57,2,02 Esi- ja perusopetus,230.80763241896688
57Saarijärven kaupunkiSaarijärven ,0.0,0.0,0.0,23.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.0,98.04955518407264,0,Saarijärven kaupunki,Saarijärven ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1,0.0,0.07071067811865478,-0.05,1.0,57,2,02 Esi- ja perusopetus,230.5654466666922
57Vantaan seudun steinerkoulun kouluyhdistys ryDigitutoropettaja-koulutus Vantaan steinerkoulun opettajille,1000.0,0.0,0.0,216.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,-1500.0,98.16850216315498,0,Vantaan seudun steinerkoulun kouluyhdistys ry,Digitutoropettaja-koulutus Vantaan steinerkoulun opettajille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,2.0,57,2,02 Esi- ja perusopetus,231.09133483494912
57Oulun kaupunki sivistys- ja kulttuuripalvelutOokko nää opettajatutori?,6791.0,0.0,0.0,19199.0,6205.0,954.0,0.0,0.0,0.0,0.0,0.0,33149.0,0.0,0.0,0.0,0.0,0.0,0.0,-33149.0,78.25676951634979,0,Oulun kaupunki sivistys- ja kulttuuripalvelut,Ookko nää opettajatutori?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.363318042491699,0.4000000000000001,1.0,57,2,02 Esi- ja perusopetus,230.58052282335188
58Kotka Svenska SamskolaTutorlärare i KSS,1802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802.0,1800.0,0.0,0.0,0.0,0.0,1800.0,-2.0,97.09378625803812,0,Kotka Svenska Samskola,Tutorlärare i KSS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.07071067811865478,-0.05,1.0,58,2,02 Esi- ja perusopetus,230.68881402696087
58Björneborgs svenska samskolaTutorlärarverksamhet,3238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3238.0,0.0,0.0,0.0,0.0,0.0,0.0,-3238.0,98.07796676760357,0,Björneborgs svenska samskola,Tutorlärarverksamhet,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.7,0.1747939780919614,0.32222222222222224,3.0,58,2,02 Esi- ja perusopetus,230.93642848499593
"58Esbo stad, Svenska bildningstjänsterLära tillsammans i vardagen",38764.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38772.0,0.0,0.0,0.0,0.0,0.0,0.0,-38772.0,97.4258622014418,0,"Esbo stad, Svenska bildningstjänster",Lära tillsammans i vardagen,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.17320508075688773,0.05,2.0,58,2,02 Esi- ja perusopetus,231.29747677687112
58Föreningen för Svenska samkolans i Tammerfors upprätthållandeTutorlärarnas verksamhet,3781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3781.0,0.0,0.0,0.0,3000.0,781.0,3781.0,0.0,74.60430256075077,0,Föreningen för Svenska samkolans i Tammerfors upprätthållande,Tutorlärarnas verksamhet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,2,02 Esi- ja perusopetus,230.37329769652268
"58Kimitoöns kommun, bildningsavdelningenKimitoöns digitutoter - KidIT",8005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8005.0,0.0,0.0,0.0,0.0,0.0,0.0,-8005.0,98.15748758941004,0,"Kimitoöns kommun, bildningsavdelningen",Kimitoöns digitutoter - KidIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.32145502536643183,0.3666666666666667,1.0,58,2,02 Esi- ja perusopetus,230.74018128784755
58Larsmo kommunFramtidens skola,4800.0,0.0,0.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4842.0,9000.0,0.0,0.0,0.0,0.0,9000.0,4158.0,78.9349636289524,0,Larsmo kommun,Framtidens skola,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.9,0.12909944487358058,0.75,0.0,58,2,02 Esi- ja perusopetus,226.30752531947263
58Nykarleby stadNET- Nykarlebys Ein Tutorprogram,19694.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,20194.0,0.0,0.0,0.0,0.0,0.0,0.0,-20194.0,98.214870076978,0,Nykarleby stad,NET- Nykarlebys Ein Tutorprogram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6,0.9,0.5349677337844556,0.15714285714285714,1.0,58,2,02 Esi- ja perusopetus,231.27351310236068
"58Pargas stad, svenskspråkig utbildningSkärgårdens nya grundskola",15168.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,15422.0,0.0,0.0,0.0,11500.0,3922.0,15422.0,0.0,46.846951735677926,0,"Pargas stad, svenskspråkig utbildning",Skärgårdens nya grundskola,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-0.2,0.3535533905932737,-0.45,1.0,58,2,02 Esi- ja perusopetus,226.44273928782056
58Skolgarantiföreningen r.f.Tutorlärarverksamheten vid Svenska Privatskolan i Uleåborg,3207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3207.0,3207.0,0.0,0.0,0.0,0.0,3207.0,0.0,94.29086753209756,0,Skolgarantiföreningen r.f.,Tutorlärarverksamheten vid Svenska Privatskolan i Uleåborg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.6,0.07071067811865478,0.16999999999999998,5.0,58,2,02 Esi- ja perusopetus,229.81578370765402
58Understödsföreningen för Rudolf Steiner skolan i Helsingfors r.f.Tutorlärarnas verksamhet,2815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2815.0,0.0,0.0,0.0,0.0,0.0,0.0,-2815.0,98.06838824123669,0,Understödsföreningen för Rudolf Steiner skolan i Helsingfors r.f.,Tutorlärarnas verksamhet,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.3,0.0,0.2,3.0,58,2,02 Esi- ja perusopetus,231.25651300489477
58Vasa övningsskolaTutorlärarnas verksamhet,6224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6224.0,5000.0,0.0,0.0,0.0,0.0,5000.0,-1224.0,88.04231433456327,0,Vasa övningsskola,Tutorlärarnas verksamhet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,-0.2,0.9,0.3885012124803893,0.4541666666666666,4.0,58,2,02 Esi- ja perusopetus,229.59705560365396
58Vörå kommunTutorlärarnas verksamhet,9269.0,0.0,0.0,288.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,9689.0,7500.0,0.0,0.0,0.0,0.0,7500.0,-2189.0,79.08801682655726,0,Vörå kommun,Tutorlärarnas verksamhet,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.6,0.0,0.4,2.0,58,2,02 Esi- ja perusopetus,230.72165184337825
58Kuhmoisten kuntaTutorope lähitukena,3580.0,0.0,0.0,962.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,4571.0,3200.0,0.0,0.0,0.0,0.0,3200.0,-1371.0,94.40225918811116,0,Kuhmoisten kunta,Tutorope lähitukena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.13228756555322954,0.20000000000000004,3.0,58,2,02 Esi- ja perusopetus,231.25458272469223
58Puumalan kuntaToimiva tutor,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,-531.0,98.00956537497021,0,Puumalan kunta,Toimiva tutor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.0,58,2,02 Esi- ja perusopetus,225.52635317990857
58Hangö stadGemensam tutorlärarverksamhet för Hangö stads grundskolor enligt den nya lokala läroplanen,13898.0,0.0,0.0,37.0,229.0,99.0,309.0,0.0,0.0,0.0,0.0,14572.0,0.0,0.0,0.0,0.0,0.0,0.0,-14572.0,96.1870445091416,0,Hangö stad,Gemensam tutorlärarverksamhet för Hangö stads grundskolor enligt den nya lokala läroplanen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.28284271247461906,0.2,1.0,58,2,02 Esi- ja perusopetus,231.25745880080035
58Korsholms kommunDiGiTu,21833.0,0.0,0.0,1104.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,23348.0,18000.0,0.0,0.0,0.0,0.0,18000.0,-5348.0,77.93298007710469,0,Korsholms kommun,DiGiTu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.21213203435596426,0.15,1.0,58,2,02 Esi- ja perusopetus,231.2711210715626
58Kronoby kommunTutorlärande i Kronoby kommun,2445.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2563.0,7500.0,0.0,0.0,0.0,0.0,7500.0,4937.0,79.0066494790851,0,Kronoby kommun,Tutorlärande i Kronoby kommun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,0.8,0.4932882862316248,0.2333333333333333,1.0,58,2,02 Esi- ja perusopetus,231.20206936714925
"58Malax kommunLokal och regional modell för digitutorlärarnas verksamhet, enligt Petalaxmodellen.",15317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15317.0,7500.0,0.0,0.0,0.0,0.0,7500.0,-7817.0,79.10604465965248,0,Malax kommun,"Lokal och regional modell för digitutorlärarnas verksamhet, enligt Petalaxmodellen.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.13197221929886105,0.2916666666666667,2.0,58,2,02 Esi- ja perusopetus,231.2420973422744
58Närpes stadTutorlärarnas verksamhet,10405.0,0.0,0.0,0.0,69.0,15.0,0.0,0.0,0.0,0.0,0.0,10489.0,8500.0,0.0,0.0,0.0,0.0,8500.0,-1989.0,79.01985072989939,0,Närpes stad,Tutorlärarnas verksamhet,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.4,0.6,0.225,0.05833333333333333,3.0,58,2,02 Esi- ja perusopetus,231.1463685018908
58PedersöreTUTORVERK Pedersöre,19408.0,0.0,0.0,0.0,263.0,525.0,0.0,0.0,0.0,0.0,0.0,20196.0,0.0,0.0,0.0,0.0,0.0,0.0,-20196.0,98.16050720213612,0,Pedersöre,TUTORVERK Pedersöre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.4,0.9,0.2789116852395778,0.1375,3.0,58,2,02 Esi- ja perusopetus,231.28660174263064
58Kinnulan kuntaTutoropettajien osaamisen kehittäminen,1172.0,0.0,0.0,0.0,769.0,77.0,0.0,0.0,0.0,0.0,0.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,-2018.0,97.96773143000112,0,Kinnulan kunta,Tutoropettajien osaamisen kehittäminen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.27774602993176545,0.15,1.0,58,2,02 Esi- ja perusopetus,231.26956656230078
58Oulun steinerkoulun kannatusyhdistysDigituroropettaja Oulun steinerkoululla,1886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1886.0,0.0,0.0,0.0,0.0,0.0,0.0,-1886.0,98.04590869711443,0,Oulun steinerkoulun kannatusyhdistys,Digituroropettaja Oulun steinerkoululla,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,0.1414213562373095,0.06666666666666668,3.0,58,2,02 Esi- ja perusopetus,231.16694841507865
58Mäntsälän kuntaTutoropettajien toiminta,33394.0,885.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,34303.0,27335.0,0.0,0.0,0.0,0.0,27335.0,-6968.0,75.46677651350488,0,Mäntsälän kunta,Tutoropettajien toiminta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.7,0.1,0.2878491668515697,-0.07857142857142856,2.0,58,2,02 Esi- ja perusopetus,230.7221202120692
"58Paraisten kaupunki, suomenkielinen koulutus Pienet ja suuret koulut yhdessä: tutoroinnilla tekemisen meininki ",6164.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6690.0,0.0,0.0,0.0,0.0,0.0,0.0,-6690.0,89.27495195808136,0,"Paraisten kaupunki, suomenkielinen koulutus ",Pienet ja suuret koulut yhdessä: tutoroinnilla tekemisen meininki ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6,0.32145502536643183,0.11666666666666665,2.0,58,2,02 Esi- ja perusopetus,231.43524313596407
58Haapaveden kaupunkiTutorit vauhdittamaan OPS-uudistusta,4221.0,0.0,0.0,0.0,1505.0,1475.0,0.0,0.0,0.0,0.0,0.0,7201.0,10000.0,0.0,0.0,0.0,0.0,10000.0,2799.0,78.91807984392331,0,Haapaveden kaupunki,Tutorit vauhdittamaan OPS-uudistusta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,0.9,0.3752776749732567,0.2083333333333333,1.0,58,2,02 Esi- ja perusopetus,231.2414635602994
58Laihian kuntaLakeurella tuuloo,6199.0,56.0,0.0,6265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12520.0,0.0,0.0,0.0,0.0,0.0,0.0,-12520.0,96.81062583518246,0,Laihian kunta,Lakeurella tuuloo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3,0.1,0.0,-0.1,2.0,58,2,02 Esi- ja perusopetus,230.5859941775466
58Kauniaisten sivistystoimiGrani Future Tutors in Action,17000.0,0.0,0.0,4950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21950.0,16000.0,0.0,0.0,0.0,0.0,16000.0,-5950.0,78.32105973305025,0,Kauniaisten sivistystoimi,Grani Future Tutors in Action,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.2,0.4,0.0,0.26666666666666666,3.0,58,2,02 Esi- ja perusopetus,231.1332737249587
"58Virtain kaupunkiTutorit tukena - uutta luoden, yhdessä tehden kohti avointa toimintakulttuuria",7341.0,0.0,0.0,0.0,267.0,13084.0,0.0,0.0,0.0,0.0,0.0,20692.0,7500.0,0.0,0.0,0.0,0.0,7500.0,-13192.0,79.0115683759325,0,Virtain kaupunki,"Tutorit tukena - uutta luoden, yhdessä tehden kohti avointa toimintakulttuuria",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8,0.3304037933599835,0.15833333333333335,3.0,58,2,02 Esi- ja perusopetus,231.2886155487259
58Vieremän kuntaDIGIKAMU,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,-5000.0,98.11344277408793,0,Vieremän kunta,DIGIKAMU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,58,2,02 Esi- ja perusopetus,231.22234169670617
58Janakkalan kuntaTutoropettajat yhteisön inspiraationa,17693.0,0.0,0.0,99.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,17797.0,0.0,0.0,0.0,0.0,0.0,0.0,-17797.0,98.17408594661508,0,Janakkalan kunta,Tutoropettajat yhteisön inspiraationa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.15,2.0,58,2,02 Esi- ja perusopetus,231.46391644135218
58Hartolan kuntaTutoropettajan toiminta,3546.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,3687.0,0.0,0.0,0.0,0.0,0.0,0.0,-3687.0,98.1635006361987,0,Hartolan kunta,Tutoropettajan toiminta,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2065879266282796,0.1625,1.0,58,2,02 Esi- ja perusopetus,231.27250798067104
58Hämeenkyrön kuntaVirtaa digiloikasta,11193.0,0.0,0.0,0.0,212.0,744.0,0.0,0.0,0.0,0.0,0.0,12149.0,0.0,0.0,0.0,0.0,0.0,0.0,-12149.0,98.03327952411465,0,Hämeenkyrön kunta,Virtaa digiloikasta,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-0.1,0.7,0.1970444342303024,0.14,5.0,58,2,02 Esi- ja perusopetus,229.83793655749662
58Hämeenlinnan kaupunkiHämeenlinnan tutoropettajien toiminta 2017-2018,53003.0,0.0,0.0,2153.0,0.0,1661.0,0.0,0.0,0.0,0.0,0.0,56817.0,0.0,0.0,0.0,11363.0,0.0,11363.0,-45454.0,46.9803911260596,0,Hämeenlinnan kaupunki,Hämeenlinnan tutoropettajien toiminta 2017-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,0.3,0.16733200530681513,0.1,1.0,58,2,02 Esi- ja perusopetus,231.1985484927665
58Äänekosken kaupunkiÄänekosken opetuspalveluiden tutor-opettajien toimintahanke,27367.0,0.0,0.0,264.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,27813.0,0.0,0.0,0.0,0.0,0.0,0.0,-27813.0,98.07811022905152,0,Äänekosken kaupunki,Äänekosken opetuspalveluiden tutor-opettajien toimintahanke,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.8,0.3453776401067595,0.3250000000000001,0.0,58,2,02 Esi- ja perusopetus,230.38312485654052
58Ähtärin kaupunkiVirtaa opetukseen! ,6272.0,0.0,70.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7342.0,0.0,0.0,0.0,0.0,0.0,0.0,-7342.0,98.04049913913572,0,Ähtärin kaupunki,Virtaa opetukseen! ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-0.1,0.4949747468305833,-0.45,0.0,58,2,02 Esi- ja perusopetus,225.86170381107655
58Helsingin Rudolf Steiner -koulun kannatusyhdistys rySteinerpedagoginen digiloikka Helsingin Rudolf Steiner -koulussa ,5692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5692.0,0.0,0.0,0.0,0.0,0.0,0.0,-5692.0,98.1254244513937,0,Helsingin Rudolf Steiner -koulun kannatusyhdistys ry,Steinerpedagoginen digiloikka Helsingin Rudolf Steiner -koulussa ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,58,2,02 Esi- ja perusopetus,230.5499358094907
58Helsingin Uusi yhteiskouluDigitutorit vertaistukena,4086.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4336.0,0.0,0.0,0.0,0.0,0.0,0.0,-4336.0,98.12665829552442,0,Helsingin Uusi yhteiskoulu,Digitutorit vertaistukena,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.17320508075688773,0.15000000000000002,2.0,58,2,02 Esi- ja perusopetus,231.4572394453082
58Iin kuntaIin tutoropettajat digitaalisen ja pedagogisen kehittämisen tukena,18393.0,0.0,0.0,0.0,140.0,1.0,0.0,0.0,0.0,0.0,0.0,18534.0,16000.0,0.0,0.0,0.0,0.0,16000.0,-2534.0,78.22948306471908,0,Iin kunta,Iin tutoropettajat digitaalisen ja pedagogisen kehittämisen tukena,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,-0.1,0.4,0.0235702260395516,0.09375,8.0,58,2,02 Esi- ja perusopetus,224.8656200656432
58Lappeenrannan seudun steinerkoulun kannatuyhdistys ryLappeenrannan steinerkoulun digitutor,4146.0,0.0,0.0,0.0,369.0,54.0,1121.0,0.0,0.0,0.0,0.0,5690.0,0.0,0.0,0.0,0.0,1439.0,1439.0,-4251.0,69.04411689874745,0,Lappeenrannan seudun steinerkoulun kannatuyhdistys ry,Lappeenrannan steinerkoulun digitutor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.3,0.0,0.2,2.0,58,2,02 Esi- ja perusopetus,231.43913662151965
58Kouvolan kaupunki#tutorkouvola2,74609.0,0.0,556.0,6435.0,608.0,302.0,0.0,0.0,0.0,0.0,0.0,82510.0,0.0,0.0,0.0,0.0,0.0,0.0,-82510.0,81.58735457780833,0,Kouvolan kaupunki,#tutorkouvola2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58,2,02 Esi- ja perusopetus,230.81233978837543
