Unnamed: 0,personnel-costs-row.amount,material-costs-row.amount,rent-costs-row.amount,service-purchase-costs-row.amount,steamship-costs-row.amount,other-costs-row.amount,equipment-costs-row.amount,coordination-costs-row.amount,other-costs-row-2.amount,personnel-costs-row.amount-18,material-costs-row.amount-18,menotamount,project-incomes-row.amount,own-income-row.amount,eu-programs-income-row.amount,other-public-financing-income-row.amount,private-financing-income-row.amount,tulotamount,summaamount,SummienTodennakoisyys,radioButton-good-practices,organization_name,project_name,ei-tuotos-tyyppia,henkiloestoeliikkuvuudet-lkm,julkaisut,kasikirja,koulutus,muu-tuotos,ohjelma,opiskelijaliikkuvuudet-lkm,raportti,selvitys,tapahtuma,toimintamalli,tutkimus,verkkosivut,min,max,std,mean,sum,haku_id,osa_alue_id,osa_alue_nimi,poikkeavuus
50Karjalan Evankelinen Seura ry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515,0,Karjalan Evankelinen Seura ry,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,7,07 Vapaa sivistystyö,93.83948465697256
50Varsinais-Suomen Aikuiskoulutussäätiö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515,0,Varsinais-Suomen Aikuiskoulutussäätiö,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,7,07 Vapaa sivistystyö,93.83948465697256
50Snellman-korkeakoulun kannatusyhdistys ry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515,0,Snellman-korkeakoulun kannatusyhdistys ry,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,7,07 Vapaa sivistystyö,93.83948465697256
50Karstulan Evankelisen Kansanopiston Kannatusyhdistys ry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515,0,Karstulan Evankelisen Kansanopiston Kannatusyhdistys ry,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,7,07 Vapaa sivistystyö,93.83948465697256
50Keski-Pohjanmaan korkeakouluyhdistys ry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515,0,Keski-Pohjanmaan korkeakouluyhdistys ry,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,7,07 Vapaa sivistystyö,93.83948465697256
"51Etelä-Karjalan koulutuskuntayhtymä, Saimaan ammattiopisto SampoVETO-REF, Laatua koulutusprosessien tuloksellisuuteen ja vaikuttavuuteen reformin hengessä",71990.0,542.0,0.0,7193.0,10778.0,3996.0,0.0,6347.0,0.0,0.0,0.0,100846.0,0.0,0.0,0.0,0.0,0.0,0.0,-100846.0,47.7544537741024,0,"Etelä-Karjalan koulutuskuntayhtymä, Saimaan ammattiopisto Sampo","VETO-REF, Laatua koulutusprosessien tuloksellisuuteen ja vaikuttavuuteen reformin hengessä",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.07071067811865478,0.0,1.0,51,4,04 Ammatillinen koulutus,333.3108145332945
51Helsingin Diakonissalaitos / Helsingin DiakoniaopistoYhdessä eteenpäin 5 - laatustrategian toimeenpanon tuki 2017,114461.0,3697.0,0.0,7508.0,9642.0,1502.0,0.0,3000.0,0.0,0.0,0.0,139810.0,0.0,0.0,0.0,0.0,0.0,0.0,-139810.0,71.95829505027838,0,Helsingin Diakonissalaitos / Helsingin Diakoniaopisto,Yhdessä eteenpäin 5 - laatustrategian toimeenpanon tuki 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,51,4,04 Ammatillinen koulutus,333.334387831313
51Hengitysliitto ry / Ammattiopisto LuoviTietoa kaikille!,57875.0,0.0,0.0,4975.0,7698.0,0.0,0.0,5348.0,0.0,0.0,0.0,75896.0,0.0,0.0,0.0,0.0,0.0,0.0,-75896.0,56.70716556566568,0,Hengitysliitto ry / Ammattiopisto Luovi,Tietoa kaikille!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.1414213562373095,0.3,3.0,51,4,04 Ammatillinen koulutus,333.2797854976852
51Jyväskylän koulutuskuntayhtymäSamassa veneessä 4 - Asiakkaat airoihin,110890.0,206.0,0.0,7157.0,5898.0,0.0,0.0,9605.0,0.0,0.0,0.0,133756.0,0.0,0.0,0.0,0.0,0.0,0.0,-133756.0,46.38489192509464,1,Jyväskylän koulutuskuntayhtymä,Samassa veneessä 4 - Asiakkaat airoihin,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.21213203435596426,0.2916666666666667,6.0,51,4,04 Ammatillinen koulutus,344.0364405859543
51Länsirannikon koulutus Oy WinNovaHyvin tekemistä länteen 2017,122691.0,1010.0,87.0,6215.0,4733.0,3720.0,0.0,6500.0,0.0,0.0,0.0,144956.0,0.0,0.0,0.0,0.0,0.0,0.0,-144956.0,47.04118524534189,0,Länsirannikon koulutus Oy WinNova,Hyvin tekemistä länteen 2017,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,51,4,04 Ammatillinen koulutus,333.31866418776787
51Sastamalan koulutuskuntayhtymäLEANilla tulosta,81235.0,472.0,0.0,8752.0,4346.0,1692.0,0.0,3103.0,0.0,0.0,0.0,99600.0,0.0,0.0,0.0,0.0,0.0,0.0,-99600.0,72.16464758194822,1,Sastamalan koulutuskuntayhtymä,LEANilla tulosta,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.025,4.0,51,4,04 Ammatillinen koulutus,344.00555950161487
51Tampereen Aikuiskoulutussäätiö sr/Tampereen AikuiskoulutuskeskusHukka pois,83183.0,1076.0,0.0,1096.0,3000.0,172.0,0.0,5022.0,0.0,0.0,0.0,93549.0,0.0,0.0,0.0,0.0,0.0,0.0,-93549.0,58.305141648694885,0,Tampereen Aikuiskoulutussäätiö sr/Tampereen Aikuiskoulutuskeskus,Hukka pois,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2,0.8,0.459619407771256,0.225,2.0,51,4,04 Ammatillinen koulutus,333.90429745050676
51Oulun seudun koulutuskuntayhtymäLaatusampo 4,118230.0,1053.0,0.0,8896.0,11833.0,3270.0,0.0,4212.0,0.0,0.0,0.0,147494.0,1530.0,0.0,0.0,0.0,0.0,1530.0,-145964.0,64.83329477359139,0,Oulun seudun koulutuskuntayhtymä,Laatusampo 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.15,0.075,1.0,51,4,04 Ammatillinen koulutus,333.8039066643632
51Suomen Urheiluopiston KannatusosakeyhtiöLaadunhallinnan toimeenpano urheiluopistojen arkeen LATUA!3 - hanke ,81123.0,0.0,0.0,4600.0,4870.0,4637.0,902.0,35656.0,0.0,0.0,0.0,131788.0,0.0,0.0,0.0,0.0,0.0,0.0,-131788.0,26.591771347840943,0,Suomen Urheiluopiston Kannatusosakeyhtiö,Laadunhallinnan toimeenpano urheiluopistojen arkeen LATUA!3 - hanke ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.7,0.21213203435596426,0.4666666666666666,3.0,51,4,04 Ammatillinen koulutus,330.91957998617517
"51Keski-Uudenmaan koulutuskuntayhtymäLARK 6 - Laatua ammatillisen koulutukseen arkeen, latua reformille",155327.0,200.0,0.0,7673.0,6757.0,5869.0,0.0,7847.0,0.0,0.0,0.0,183673.0,0.0,0.0,0.0,0.0,0.0,0.0,-183673.0,46.74067972512218,0,Keski-Uudenmaan koulutuskuntayhtymä,"LARK 6 - Laatua ammatillisen koulutukseen arkeen, latua reformille",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1,0.3,0.0,0.20000000000000004,3.0,51,4,04 Ammatillinen koulutus,333.63804833159855
51Turun konservatorion kannatusyhdistys ry.Konservatorioiden kehittyvä vertaisarviointi ,90400.0,582.0,4342.0,7400.0,17041.0,3767.0,2702.0,4400.0,0.0,0.0,0.0,130634.0,0.0,0.0,0.0,0.0,0.0,0.0,-130634.0,60.273441345869216,0,Turun konservatorion kannatusyhdistys ry.,Konservatorioiden kehittyvä vertaisarviointi ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51,4,04 Ammatillinen koulutus,333.33049102518487
51Kalajoen Kristillinen OpistoLaadulla reformiin!,48743.0,1236.0,0.0,7841.0,4064.0,0.0,570.0,6078.0,0.0,0.0,0.0,68532.0,0.0,0.0,0.0,0.0,0.0,0.0,-68532.0,48.479114356605855,0,Kalajoen Kristillinen Opisto,Laadulla reformiin!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.1,0.5,0.3535533905932738,0.325,2.0,51,4,04 Ammatillinen koulutus,333.0233494920733
51Svenska Österbottens förbund för utbildning o kultur/Yrkesakademin i ÖsterbottenBotnia Quality 2.0,71529.0,290.0,0.0,3580.0,5242.0,362.0,200.0,5000.0,0.0,0.0,0.0,86203.0,0.0,0.0,0.0,0.0,21779.0,21779.0,-64424.0,46.39014407388379,0,Svenska Österbottens förbund för utbildning o kultur/Yrkesakademin i Österbotten,Botnia Quality 2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,0.5,0.25,0.08750000000000001,2.0,51,4,04 Ammatillinen koulutus,333.7288474723096
51Pohjois-Karjalan koulutuskuntayhtymäLOISTE IV,92630.0,0.0,0.0,4336.0,9212.0,96.0,0.0,5041.0,0.0,0.0,0.0,111315.0,0.0,0.0,0.0,0.0,0.0,0.0,-111315.0,59.46197378673386,1,Pohjois-Karjalan koulutuskuntayhtymä,LOISTE IV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.2,0.0,0.15000000000000002,2.0,51,4,04 Ammatillinen koulutus,344.95908798860836
51Kiinteistöalan Koulutussäätiö srELO -VAPA: Elinkeinoelämän oppilaitosten koulutusten vaikuttavuuden parantaminen työelämässä,73297.0,0.0,100.0,1301.0,1744.0,52.0,0.0,5000.0,0.0,0.0,0.0,81494.0,0.0,0.0,0.0,0.0,0.0,0.0,-81494.0,57.953271798017205,1,Kiinteistöalan Koulutussäätiö sr,ELO -VAPA: Elinkeinoelämän oppilaitosten koulutusten vaikuttavuuden parantaminen työelämässä,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2732520204255893,0.2333333333333333,1.0,51,4,04 Ammatillinen koulutus,344.68617582721635
53Seinäjoen koulutuskuntayhtymäHuippu-urheilijan joustavat opintopolut 5,4518.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,4816.0,0.0,0.0,0.0,0.0,0.0,0.0,-4816.0,98.22063634104087,0,Seinäjoen koulutuskuntayhtymä,Huippu-urheilijan joustavat opintopolut 5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53,4,04 Ammatillinen koulutus,334.0269843132468
53Hyria koulutus Oy Urheilijoiden ammatillisen koulutuksen järjestäminen,8109.0,3602.0,0.0,13538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25249.0,0.0,0.0,0.0,0.0,0.0,0.0,-25249.0,78.96131783607059,0,Hyria koulutus Oy ,Urheilijoiden ammatillisen koulutuksen järjestäminen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.6,0.21213203435596426,0.45,1.0,53,4,04 Ammatillinen koulutus,332.4553909081952
53Helsingin kaupungin opetusvirastoUrheilijoiden ammatillisen peruskoulutuksen järjestäminen,31099.0,0.0,0.0,0.0,778.0,2060.0,0.0,0.0,0.0,0.0,0.0,33937.0,0.0,0.0,0.0,0.0,0.0,0.0,-33937.0,94.61049175920445,0,Helsingin kaupungin opetusvirasto,Urheilijoiden ammatillisen peruskoulutuksen järjestäminen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0,0.1,2.0,53,4,04 Ammatillinen koulutus,334.9000170773141
53Jyväskylän KoulutuskuntayhtymäUrheilijoiden ammatillisen koulutuksen erityistehtävän järjestäminen,46521.0,25719.0,7600.0,43652.0,14474.0,2849.0,9837.0,32881.0,0.0,0.0,0.0,183533.0,8000.0,0.0,0.0,128000.0,69043.0,205043.0,21510.0,15.139872672368984,0,Jyväskylän Koulutuskuntayhtymä,Urheilijoiden ammatillisen koulutuksen erityistehtävän järjestäminen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,53,4,04 Ammatillinen koulutus,334.54485655262147
53Rovaniemen koulutuskuntayhtymäHuipulle urheilussa ja ammatissa,11220.0,806.0,0.0,60.0,435.0,70.0,0.0,0.0,0.0,0.0,0.0,12591.0,0.0,0.0,0.0,10000.0,0.0,10000.0,-2591.0,52.210403023139584,0,Rovaniemen koulutuskuntayhtymä,Huipulle urheilussa ja ammatissa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.14142135623730953,0.1,1.0,53,4,04 Ammatillinen koulutus,334.77262393270877
53Koulutuskeskus Salpaus -kuntayhtymäUrheilijoiden ammatillisen peruskoulutuksen järjestäminen,35527.0,615.0,1236.0,2992.0,1473.0,10000.0,0.0,17764.0,0.0,0.0,0.0,69607.0,0.0,0.0,0.0,0.0,0.0,0.0,-69607.0,42.550900955896665,0,Koulutuskeskus Salpaus -kuntayhtymä,Urheilijoiden ammatillisen peruskoulutuksen järjestäminen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,53,4,04 Ammatillinen koulutus,334.2058262993259
53Oulun seudun koulutuskuntayhtymäUrheiluvalmennuksen erityispalvelut osana ammatillista peruskoulutusta,30579.0,0.0,0.0,21240.0,1412.0,80.0,0.0,0.0,0.0,0.0,0.0,53311.0,0.0,0.0,0.0,0.0,0.0,0.0,-53311.0,79.10131738238034,0,Oulun seudun koulutuskuntayhtymä,Urheiluvalmennuksen erityispalvelut osana ammatillista peruskoulutusta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,0.0,0.11547005383792518,-0.06666666666666668,1.0,53,4,04 Ammatillinen koulutus,333.38049936845124
53Savon ammatti- ja aikuisopistoUrheilijoiden ammatillinen koulutus,50874.0,0.0,4273.0,37832.0,1089.0,584.0,0.0,0.0,0.0,0.0,0.0,94652.0,0.0,0.0,0.0,0.0,0.0,0.0,-94652.0,77.05288296720953,0,Savon ammatti- ja aikuisopisto,Urheilijoiden ammatillinen koulutus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,53,4,04 Ammatillinen koulutus,334.26624937090617
"53Turun kaupunki, Sivistystoimiala, Turun kasvatus- ja opetusvirastoUrheilijoiden ammatillinen peruskoulutus / Turun Seudun Urheiluakatemia",34143.0,0.0,0.0,7000.0,0.0,0.0,0.0,13634.0,0.0,0.0,0.0,54777.0,0.0,0.0,0.0,11778.0,0.0,11778.0,-42999.0,44.6913907768281,0,"Turun kaupunki, Sivistystoimiala, Turun kasvatus- ja opetusvirasto",Urheilijoiden ammatillinen peruskoulutus / Turun Seudun Urheiluakatemia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,0.0,0.07071067811865478,-0.05,1.0,53,4,04 Ammatillinen koulutus,333.6038259394937
53Valtakunnallinen valmennus- ja liikuntakeskus oyOpiskelun ja huippu-urheilun yhdistämisen mahdollistaminen ammatillisessa peruskoulutuksessa,52432.0,0.0,26810.0,2100.0,540.0,1350.0,0.0,16160.0,0.0,0.0,0.0,99392.0,0.0,0.0,0.0,0.0,0.0,0.0,-99392.0,34.89926910937269,0,Valtakunnallinen valmennus- ja liikuntakeskus oy,Opiskelun ja huippu-urheilun yhdistämisen mahdollistaminen ammatillisessa peruskoulutuksessa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4376275093163417,0.4125,2.0,53,4,04 Ammatillinen koulutus,332.88517591944304
53Helmi Liiketalousopisto OyUrheilijoiden ammatillisen peruskoulutuksen järjestäminen,71743.0,5085.0,840.0,15231.0,756.0,47.0,0.0,0.0,0.0,0.0,0.0,93702.0,0.0,0.0,0.0,0.0,0.0,0.0,-93702.0,79.06249939458272,0,Helmi Liiketalousopisto Oy,Urheilijoiden ammatillisen peruskoulutuksen järjestäminen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.5,0.2,0.3,1.0,53,4,04 Ammatillinen koulutus,334.2741710449017
53Tampereen kaupunki/Tampereen seudun ammattiopistoUrheilijoiden ammatillisen peruskoulutuksen järjestäminen,94897.0,429.0,0.0,12999.0,1636.0,0.0,0.0,0.0,0.0,0.0,0.0,109961.0,0.0,0.0,0.0,0.0,0.0,0.0,-109961.0,82.68120197663761,0,Tampereen kaupunki/Tampereen seudun ammattiopisto,Urheilijoiden ammatillisen peruskoulutuksen järjestäminen,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.1,0.9,0.2315497787091034,0.2266666666666667,3.0,53,4,04 Ammatillinen koulutus,334.58913987339054
53Kotkan-Haminan seudun koulutuskuntayhtymäUrheilijoiden ammatillisen peruskoulutuksen järjestäminen,14167.0,0.0,0.0,10820.0,74.0,1027.0,0.0,0.0,0.0,0.0,0.0,26088.0,0.0,0.0,0.0,0.0,0.0,0.0,-26088.0,92.29827362468711,0,Kotkan-Haminan seudun koulutuskuntayhtymä,Urheilijoiden ammatillisen peruskoulutuksen järjestäminen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.4,0.07071067811865478,0.2833333333333333,3.0,53,4,04 Ammatillinen koulutus,334.5244048446281
"56Oulun seudun koulutuskuntayhtymäAmmattikoulutus: työelämälähtöiset kokeilut. Sosiaali-, terveys- ja liikunta-alan sekä tekniikan ja liikenteen alaan kuuluvien kokeilujen toimeenpanon edistäminen ja koordinaatiotehtävä.",56639.0,0.0,269.0,0.0,7000.0,6092.0,0.0,0.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,-70000.0,78.30167368103831,0,Oulun seudun koulutuskuntayhtymä,"Ammattikoulutus: työelämälähtöiset kokeilut. Sosiaali-, terveys- ja liikunta-alan sekä tekniikan ja liikenteen alaan kuuluvien kokeilujen toimeenpanon edistäminen ja koordinaatiotehtävä.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.05773502691896259,0.016666666666666666,2.0,56,4,04 Ammatillinen koulutus,269.56634620488484
57Pyhännän kuntaTutortoimintaa Pyhännälle,0.0,0.0,0.0,1000.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,-1650.0,98.12203558376284,0,Pyhännän kunta,Tutortoimintaa Pyhännälle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57,2,02 Esi- ja perusopetus,230.82585784298186
57Pyhärannan kuntaTutoropettajien koulutus ja osaamisen kehittäminen- Vakka-Suomen opstutorit/Pyhäranta,1317.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.0,1200.0,0.0,0.0,0.0,0.0,1200.0,-558.0,97.78009910201209,0,Pyhärannan kunta,Tutoropettajien koulutus ja osaamisen kehittäminen- Vakka-Suomen opstutorit/Pyhäranta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,-0.1,0.0,-0.1,1.0,57,2,02 Esi- ja perusopetus,230.24063673818176
57Pyhtään kuntaTutoropettajat osaajiksi,1850.0,0.0,0.0,1413.0,447.0,26.0,0.0,0.0,0.0,0.0,0.0,3736.0,0.0,0.0,0.0,0.0,0.0,0.0,-3736.0,98.27464542079376,0,Pyhtään kunta,Tutoropettajat osaajiksi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.2,0.8,0.3730086755687475,0.13333333333333336,2.0,57,2,02 Esi- ja perusopetus,231.27239929846223
"57Raahen kaupunki, opetustoimiTutor tueksi tunnille I - hanke",0.0,104.0,0.0,5146.0,3814.0,6334.0,0.0,0.0,0.0,0.0,0.0,15398.0,0.0,0.0,0.0,0.0,0.0,0.0,-15398.0,78.94772066622626,0,"Raahen kaupunki, opetustoimi",Tutor tueksi tunnille I - hanke,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.1,0.07071067811865478,-0.016666666666666666,3.0,57,2,02 Esi- ja perusopetus,230.53082684013825
57Rääkkylän kuntaTutorien koulutus ja osaamisen kehittäminen,1458.0,0.0,0.0,628.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,2290.0,1200.0,0.0,0.0,0.0,0.0,1200.0,-1090.0,97.89648259122295,0,Rääkkylän kunta,Tutorien koulutus ja osaamisen kehittäminen,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,-0.1,1.0,57,2,02 Esi- ja perusopetus,230.24057567892143
57Raision kaupunkiTaitavat digitutorit,11095.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,11116.0,0.0,0.0,0.0,0.0,0.0,0.0,-11116.0,98.186955194486,0,Raision kaupunki,Taitavat digitutorit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,-0.5,0.5,0.2147746207553931,0.0880952380952381,7.0,57,2,02 Esi- ja perusopetus,226.0783813852961
57Reisjärven kuntaTutoropettajien koulutus ja osaamisen kehittäminen,800.0,0.0,0.0,2000.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,3003.0,0.0,0.0,0.0,0.0,0.0,0.0,-3003.0,98.17778303895918,0,Reisjärven kunta,Tutoropettajien koulutus ja osaamisen kehittäminen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,57,2,02 Esi- ja perusopetus,229.89442586159745
57Ranuan kuntaTutoropettajien koulutus ja osaamisen kehittäminen,146.0,0.0,0.0,0.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,-1029.0,97.78921217038831,0,Ranuan kunta,Tutoropettajien koulutus ja osaamisen kehittäminen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.4242640687119285,0.3,1.0,57,2,02 Esi- ja perusopetus,231.03833000672103
57Ristijärven kuntaTutoreille tueksi tietoa ja taitoa,1000.0,0.0,0.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1772.0,1200.0,0.0,0.0,572.0,0.0,1772.0,0.0,96.98520302762672,0,Ristijärven kunta,Tutoreille tueksi tietoa ja taitoa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57,2,02 Esi- ja perusopetus,230.8259026533367
57Rovaniemen kaupunkiArticTutors,7976.0,345.0,73.0,23291.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,31722.0,0.0,0.0,0.0,0.0,0.0,0.0,-31722.0,78.69601064122587,0,Rovaniemen kaupunki,ArticTutors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,57,2,02 Esi- ja perusopetus,230.88560239937362
57Ruoveden kuntaPirkanmaan tutoropettajien koulutusohjelma/Ruoveden kunta,0.0,0.0,0.0,1658.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1753.0,0.0,0.0,0.0,0.0,0.0,0.0,-1753.0,98.12179053420769,0,Ruoveden kunta,Pirkanmaan tutoropettajien koulutusohjelma/Ruoveden kunta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2,0.3,0.0,0.25,2.0,57,2,02 Esi- ja perusopetus,231.22385651497217
57Ruskon kuntaErkolla tutoriksi,0.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,-5500.0,96.9451195920293,0,Ruskon kunta,Erkolla tutoriksi,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.8,0.29080989759813,0.052083333333333336,4.0,57,2,02 Esi- ja perusopetus,230.1455030752533
57Sastamalan kaupunkiPirkanmaan tutoropettajien koulutusohjelma,4121.0,21.0,0.0,7091.0,1446.0,288.0,0.0,0.0,0.0,0.0,0.0,12967.0,0.0,0.0,0.0,0.0,0.0,0.0,-12967.0,95.78918453372104,0,Sastamalan kaupunki,Pirkanmaan tutoropettajien koulutusohjelma,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9,0.26694219766866023,0.4444444444444445,3.0,57,2,02 Esi- ja perusopetus,230.06115060928926
